comment,likes,author,processed_comment
napaass kak napaass,2,@chaterinakurniapermatasari5206,napaass kak napaass
"Tias Wulandari  kyknya , klw mnurut aku. Di menit 5:24 sudh cocok warna nya",3,@alyaaa3486,tias wulandari kyknya klw mnurut menit sudh cocok warna nya
"Tias Wulandari bner, itu krna dia putih juga kali ya:(",1,@daenahrd4054,tias wulandari bner krna putih kali ya
Tias Wulandari yaa lumayan sihhCahaya nya,0,@berliantaria,tias wulandari ya lumayan sihhcahaya nya
Tias Wulandari iya jadi silau liat mukanya ka tasya😂,10,@naninuneno2215,tias wulandari iya silau lihat muka kak tasya
Kak tasya belinya sma orang Indo kak. Bkan beli di penjual yg ada di china. Makanya agak mahal,0,@Surianadaengtene,kak tasya beli sma orang indo kak bkan beli jual china mahal
agak keputihan ga kak?? hehe,1,@desmiammelia2382,putih kak hehe
kayakny Focallure HARUS WAJIB BANGET... bikin kak Tasya Jd BA nya....sukses bikin aku teriak malem2 pengen keburu pagi terus belii ini itu...racunmu sukses,0,@seanfx5961,kayakny focallure wajib banget bikin kak tasya ba nya sukses bikin teriak malem keburu pagi beli racun sukses
Terlalu tebal make up untuk anak kuliahan...,6,@oshiinlin8602,tebal make up anak kuliah
sumpah ya gangerti lagi mau mulai beli yg mana.. rasanya pengen ngeborong semuanya!! btw ka tasya thankyou so muchh karna aku seneng banget nonton video kk dari aku buta makeup sampe sekarang aku udah bisa makeup! thankyou so much!! semuanya kira aku tuh les makeup karna aku belajarnya cepet banget.. hihihi thanks ya kak! btw aku umur 12 (;,2,@irenewowor3838,sumpah ya gangerti beli ngeborong ngomong-ngomong kak tasya thankyou so muchh neng banget nonton video kak buta makeup makeup thankyou so much tuh les makeup ajar cepet banget hihihi terima kasih ya kak ngomong-ngomong umur
demi apa nonton gini tengah malam malah mau ngakak campur terharu liat produk sebagus itu dgn harga semurah itu 😭😭😭 thx kak tasya udh bikin aku baper make up lagi 💔,26,@nandarasyidah5131,nonton malam tertawa campur haru lihat produk bagus harga murah terima kasih kak tasya bikin baper make up
too bad lightingnya terlalu terang tampaknya. semuanya jadi serba putih. jadi gak jelas beda shadenya.,209,@lroslian,too bad lightingnya terang serba putih beda shadenya
parahhh racun bgt nih video hahaha..,0,@MakeupByHanny,parah racun banget video tertawa
"biasanya males nonton video sampe 15menitan, tapi ini gak berasa bgt nonton nya tau-tau udh end aja 😂, seru gak leha"" ngejelasin nya 👍",0,@poppymeutiazari6104,males nonton video menit asa banget nonton nya end seru leha ngejelasin nya
cobain emina dong kak!!!,0,@irenewowor3838,cobain emina kak
tasya bikinin tutorial buat wisuda donggg..,0,@revianawisda,tasya bikinin tutorial wisuda
aaaaaaaa sumpah rancun bgt ka tasyaaaaaaaaa  😂😂😂😂😂😂😂😂😂😂,0,@putriwulandari2955,a sumpah rancun banget kak tasya
wow,0,@annisashafira8313,wow
tasya next lightingnya di kurangin dikit yaaa.. agak mencolok mata sya 😂😂 tapi tidak mengurani faedahnya koook... tetap sukaaaaaa ❤️,1,@deamariska8434,tasya next lightingnya rangin dikit ya colok mata sya mengurani faedah suka
I like Ur vibes gfs 😄😘,0,@windyasanti,i like ur vibes gfs
langsung flow IG n mau beli,0,@achearta,langsung flow ig n beli
"abis nnt ini gue langsung share di grup... i was like "" girlsssss brace your self ada produk baru murah and bestttttttttt""",1,@SINTA413,abis nnt langsung share grup i was like girls brace your self produk murah and best
beli di guardian ada ga ya? bantu jawab dong thanks🙏,0,@mahanibaraja2734,beli guardian ya bantu terima kasih
"omaigattt tasyaa😂😂
bikin cekikikan di malem minggu gegara first impression, sumpah kocak abis!!
Noted di wishlist nih eyeshadow focallure",0,@angginoviachair5412,omaigat tasyaa bikin cekikik malem minggu gegara first impression sumpah kocak abis noted wishlist eyeshadow focallure
"terima kasih sudah meracuniku 😂
btw kayaknya lighting trlalu terang ga sih..? agak silau gitu kayaknya..",1,@vhieresvina259,terima kasih racun ngomong-ngomong kayak lighting trlalu terang sih silau kayak
Perpaduan antara beauty vlogger dan srimulat 😂😅 kece abizzzz... keren 👍👍👍,1,@rianna92,padu beauty vlogger srimulat kece abiz keren
林秀芬 ya kan judulnya bukan make up buat kuliah,92,@yona4738,ya judul make up kuliah
"林秀芬 jelas ini judulnya ""One brand make up tutorial"" bukan ""Daily make up go to Campus"". Lebih cerdas lagi untuk berkomentar hehe",13,@dianabherty9091,judul one brand make up tutorial daily make up go to campus cerdas komentar hehe
林秀芬 anehhh😑,5,@meutyakurnia200,aneh
林秀芬 daily routine tasya farasya ada koq...yg buat ke campus... super per per simple deh...ga nyangka se simple ituh but tetep oke..cek cekidot...,3,@sajidahjihan,daily routine tasya farasya koq campus super simple deh nyangka simple ituh but tetep oke cek cekidot
林秀芬 asal komen😑,2,@meutyakurnia200,komen
Sajidah Jihan,0,@veronikaeva5344,sajidah jih
"yona luverina ya tetep aja gw merasa umur segitu walau one brand bisa ga usah tebel2. Kan masih muda 
Opini orang berbeda2 ,boleh donk...",2,@oshiinlin8602,yona luverina ya tetep umur segitu one brand tebel muda opini orang beda donk
"Mahani Baraja ga ada, adanya di onlineshop",0,@zettira16,mahani baraja onlineshop
+Zettira Prasasti thankyou🙏,0,@mahanibaraja2734,zettira prasasti thankyou
"liat dpnnya uda ngakak,uda ga tau lg 😂😂 langsung cus ke ig @ars_fashion trs beli eyeshadow nya yg no 5 😫😫 karena ini urgent 😭",0,@misterbron_id,lihat dpnnya uda tertawa uda lg langsung cus ig beli eyeshadow nya no urgent
makeup yg lainnya bagus tp kynya alas bedaknya keputihan,2,@imperialtower,makeup bagus kynya alas bedak putih
racun bgtttt😍😍😍😍,2,@nisapramudita8425,racun banget
Kak itu fondie nya yg keputihan apa lighting nya yg keterangan? Silau bgt soalnya 😅,279,@prettychuwi4453,kak fondie nya putih lighting nya terang silau banget
coba cek di aliexpress yg official store nya Focallure. sumpah harganya bikin kalap dan free shippingbdr china kak,15,@DonnaZahra,coba cek aliexpress official store nya focallure sumpah harga bikin kalap free shippingbdr china kak
Eyeshadow nyaaaa luv luv luvvvvvvv m,0,@aprilapriscaa8805,eyeshadow nya luv luv luv m
Eyeshadow nya gila pigmented banget 😭,0,@nurmutmainna6319,eyeshadow nya gila pigmented banget
tempat eyeshadow nya sangat MAC bgt ya...,0,@sriasihkumaladewi4194,eyeshadow nya mac banget ya
Gue nontonnya aja udah kesenengan sendiri 😭😂 #tasyaracun,1,@bebyclaudya27,nontonnya neng
sumpah racuuuunnnnn bgt di awal bulan kaaaaaaaaaa:(,0,@sitimamunah9367,sumpah racun banget kak
"Mau di dandanin kaka dong☹️ btw ka, cari produck itu dimana yah?",0,@trlutvia,dandanin kaka ngomong-ngomong kak cari produck mana yah
belinya dimana nenggeulis,0,@niningsetyawati3982,beli mana nenggeulis
racun banget kak 😂..jd pengen beli...😍😍😍😍😍,0,@defiarianti7779,racun banget kak beli
"HAHAHAHA lucu kauuuuuu jadi bener bener pengen buru buru beliiiiii, apa kabar isi dompet akuuuuuu? hiksaa",0,@nikenpratiwi9464,hahahaha lucu kau bener bener buru buru beli kabar isi dompet hiksaa
"sis, beli produk nya dimana ...aq minat banget.. invite ig aq ya @chefa.liu",0,@hemadefthalina9342,sis beli produk nya mana minat banget invite ig ya liu
love it kak 😘,0,@sendypratiwir4583,love it kak
Video ini sumpah buat aku galau dan aku beli semua produk satu muka dan harganya cuma 500rban 😱😱,1,@mutiaguci1169,video sumpah galau beli produk muka harga rban
Kocak bgt sih kk haha 😘😘,0,@risasaelan4880,kocak banget sih kak tertawa
"""gimana menurut kalian mascaranya? bagus gak?"" seolah olah udah capek jelasin kalau bagus atau berusaha netral. terus kakak gak tahan ujung ujungnya bilang ""kalau menurut aku sih bagus"" hahahahahahaha saking bagusnya ya kak 😂😂😂",7,@rahmadikafirdausia6074,gimana mascaranya bagus olah capek jelasin bagus usaha netral kakak tahan ujung ujung bilang sih bagus hahahahahahaha saking bagus ya kak
langsung tertarik gt kak aku!!! haaah diracunin sm ka tasya hehehe,0,@ladyfoxiny,langsung tarik gt kak hah diracunin kak tasya tertawa
lightingnya kyknya..soalnya d 3:00 an gitu coba liat itu wrn normal kyk tasya klo make up an sih mnrtku..hehehe,5,@BeHonest_2024,lightingnya kyknya d an coba lihat wrn normal kyk tasya make up an sih mnrtku tertawa
"sori, 2:50 ke atas..hehehe..itu wrn lebih ""manusiawi""",4,@BeHonest_2024,sori tertawa wrn manusiawi
cheese cake's itu kaya nya  laighting nya,2,@janifaafidika9698,cheese cake s kaya nya laighting nya
cheese cake's Jl,1,@deevaardelia,cheese cake s jl
cheese cake's kayaknya sih emang foundi nya yg keputihan 😂😂😂😂,1,@ekazatesa7186,cheese cake s kayak sih foundi nya putih
kalo mau beli lewat aliexpress bisa nitip sama aku :D,4,@TikaDwiLestari,beli aliexpress nitip d
Donna Zahra aliexpress itu ky belanja diaplikasi atau gimana yaa? hehe,0,@tiarasri2816,donna zahra aliexpress ky belanja aplikasi gimana ya hehe
Tiara Sri iyaa aplikasi marketplace. kyk lazada/ shopee,1,@DonnaZahra,tiara sri iyaa aplikasi marketplace kyk lazada shopee
pingin nitip beli kak,0,@bibitintan5656,pingin nitip beli kak
Zuzu Syuhada caranya bagaimana ka,0,@whenikrisdianti7459,zuzu syuhada kak
Kalo d shope foundationnya hargnya cm 22 rb- 35 rb doang semuanya murah cm aku gabisa order karna wilayah tdk terjangkau kalo beli d indo harganya lumayan mahal2,0,@indriyanijuliansari2896,d shope foundationnya hargnya cm rb rb doang murah cm gabisa order wilayah jangkau beli d indo harga lumayan mahal
ada gitu zombie secantik kamu kak Tasya??😘😘😘😘😍😍😍,0,@lisamajid1706,zombie cantik kak tasya
kak.. aku subscriber kakak yg baru.. suka banget liat video2 kakak,0,@pipitfitriyah1153,kak subscriber kakak suka banget lihat video kakak
kak test ketahanannya juga dong^^,2,@rstxxi2779,kak test tahan
bikin battle liquid eyeliner dong,0,@DyahMaharanii,bikin battle liquid eyeliner
pleaseeee bacotmu racun bgt kak tasya😵😵😵 kan jd pengen beli juga kan 😂😂😂,1,@ratihdewiaulia6816,please bacot racun banget kak tasya beli
kakk lehernya belangg 😂😂 wkwk ngakak trs denger ocehan2nyaa,0,@realytacahya150,kakk leher belangg tertawa tertawa denger oceh nyaa
Kak tasya make up'a beli d'mna kira2 ada d'indonesia gak klo ada ak minat,0,@rizkiamalia9537,kak tasya make up a beli d mna d indonesia ak minat
Kayak catrice murah tp oke juga ka,0,@Rinnataliaaa,kayak catrice murah oke kak
wajax keliatan capek bgt. sembab.,0,@nabilahorpink5428,wajax liat capek banget sembab
Ka tasya beli produk itu dmn yaa..  Pleas jawab kaa..  Soalnya di tmpt aku jarang yg jual produk itu,0,@santyrk3656,kak tasya beli produk dmn ya pleas kak tmpt jarang jual produk
Antingnya beli dimanaaaa??? Salfok sm anting,0,@risarissa4252,anting beli mana salfok anting
apa cuma mata gue aja ya yang liat video ini keterangan? tdnya kupikir settingan laptopku yg keterangan layarna ternyata nggak. jd gabisa liat warna asli foundie dan concealernya :(,2,@dithasaskia5613,mata ya lihat video terang tdnya pikir settingan laptop terang layarna gabisa lihat warna asli foundie concealernya
kak coba catrice kak,1,@shellyaolivialontoh1845,kak coba catrice kak
Kak soflens nya apa?,3,@adindaistighfarini423,kak soflens nya
racun bgt gilaaaaakkkk 😂😂😂😂😥😥😥😥,0,@gitamarliana,racun banget gilak
NGAKAK BGT NONTON VIDEO NYA KAAA HAHAHAHA LUV!❤️❤️❤️💋,0,@velisiaserenada5680,tertawa banget nonton video nya kak hahahaha luv
"wahhh Tasya, aku langsung kepoin  lgsg beli hahahahgaga 😂😂😂😂",0,@mellyndahandoyo8080,tasya langsung poin lgsg beli hahahahgaga
ka buat daily vlog dong,0,@fatimahalaydrus3731,kak daily vlog
rainbow highligthernya gimn sya??????,0,@atikashofia1830,rainbow highligthernya gimn sya
parah racunn!!😭😭🔥💯,0,@cindyhaliza,parah racunn
RACUN APA LAGI INI KAA😭😭,0,@desifyul,racun kak
cantik bgtzzzz😍😍😍,0,@monicakallem7651,cantik bgtz
nonton video ini ketawa mulu wkwkwkwk😂😂😂😂😂😂😂,0,@doughnaddd,nonton video ketawa mulu wkwkwkwk
"kk maahh racuuunn disaat keuangan tidak memadaiii,  nunggu giveaway nya kk ajaaa hehehe btw muka cantik maa digmanain aja juga bagus dan aku ga berenti ketawa dengerin kk yg histeris wkwkkw",0,@dianaputri1623,kak maahh racunn saat uang pada nunggu giveaway nya kak tertawa ngomong-ngomong muka cantik maa digmanain bagus renti ketawa dengerin kak histeris wkwkkw
beli dimana ka,0,@devitawulandari2297,beli mana kak
makeup baguss😍 hnya sj menurut saya warna foundie nya masi keputihan yah.. apa karna powdernya yah yg putih ? overall bagusss kk👍🏻👍🏻,21,@zalinarizqiana,makeup baguss hnya sj warna foundie nya mas putih yah powdernya yah putih overall bagus kak
tapi kok kyknya agak keputihan ya sya mukanya,6,@ismym1999,kyknya putih ya sya muka
"review yg bermanfaat bgt, langsung stalking yg jual focallure, haha",0,@ayupradnya9749,review manfaat banget langsung stalking jual focallure tertawa
"aku tuh gamau nge recommendasiin semua, tapi semuanya recommended. ini gimana sih maksudnya kak?:(((((",3,@rikehasanah5741,tuh gamau nge recommendasiin rekomendasi gimana sih maksud kak
anyone knows is this product cruelty free?,0,@ghurnitaningratrajaintan4904,anyone knows is this product cruelty free
"Cantik bgt kk looknya kaya barbie, lngsung tertarik sama eyeshadow palletenya...",1,@nourmayunita9072,cantik banget kak looknya kaya barbie lngsung tarik eyeshadow palletenya
"Hm, tapi kok di website nya harganya diatas 100K yah? https://shopfocallure.com/collections/face",0,@demasaro2745,hm website nya harga atas k yah
like banget video ini.. thanks reviewnya..semua cewe pasti suka produk murah tapi ga murahan. aku slalu cari review yg kyak gini. love tasya deh,1,@lilisfebriyanti733,like banget video terima kasih reviewnya cewe suka produk murah murah slalu cari review kyak love tasya deh
"ya Lordddd. demi apa kakkk,, tadi nemu video ini trs penasaran sama harga yg semua produknya dibawah 100k. EEEEEEEEEEEE mulai dari nonton sampe abis gatau kenapa rasanya ikutan excited juga wkwkwkw dan berakhir pengen beli semuanyaaaaaaa. RACUN ABIS!",2,@theresamargareth6160,ya lord kak nemu video penasaran harga produk bawah k e nonton abis gatau ikut excited wkwkwkw beli racun abis
sumpah racun bgt 😭😭😍😍😍😍,0,@ayunurafiyani6959,sumpah racun banget
ratcuuuuuun eiiim,0,@dhenis2856,ratcun eim
kalo mau beli produknya dimana yah?,0,@soniaayuningtyas5861,beli produk mana yah
"eyeshadow itu bagus? gimana soal Qianyu? :v 
btw, kakak cantik :)",1,@syifazahara9127,eyeshadow bagus gimana qianyu v ngomong-ngomong kakak cantik
Kak liquid eyelinernya dia matte apa glossy yakk?? Btw cakep banget semuanya pengen beli semuanya! Mana kakak meyakinkan bgt lagi :'),0,@ninafebrywati1122,kak liquid eyelinernya matte glossy yakk ngomong-ngomong cakep banget beli kakak banget
"collab dong sama suhay, kalian cucok deh, mau sejam juga dipantengin 😍",12,@HarusBahagia27,collab suhay cucok deh jam dipantengin
Ghina A powdernya,0,@adzra2454,ghina a powdernya
fix ini menjawab semuaaaaaaaaaaa pertanyaan selama ini. onebrand yang murah dan semua bagus. fix makaaassiii banyak tasya 😘😘,1,@moodify123,onebrand murah bagus makassi tasya
fix ini menjawab semuaaaaaaaaaaa pertanyaan selama ini. onebrand yang murah dan semua bagus. fix makaaassiii banyak tasya 😘😘,0,@moodify123,onebrand murah bagus makassi tasya
"Sya blm perna d jwb sm skli dr video sblmnya sampe live ig , focalure lipcremnya lengket ga",0,@Ribie_Beauty_And_Family,sya perna d jwb skli video sblmnya live ig focalure lipcremnya lengket
ga sbr nggu merah kuning hijau biru make up nya yg lain..,0,@handayanifeni3115,sbr nggu merah kuning hijau biru make up nya
"ini make up brani bgt..salut, biasanya org cm netral, kdg bermacam2 video yg di upload jd kliatan sm aja..",0,@handayanifeni3115,make up brani banget salut orang cm netral kdg video upload kliatan
"foundation nya terlalu putih trs white cast bgt sya, tp eyeshadow nya suka deh",1,@windrisuganda1797,foundation nya putih white cast banget sya eyeshadow nya suka deh
Lucu bgt ka taca pas bilang 'aduh gimana nih'😘😘😍 aku akan membeli eyeshadow nya ka taca ekwkw,1,@rajaennyirawan2744,lucu banget kak taca pas bilang aduh gimana beli eyeshadow nya kak taca ekwkw
sukaaaa :) :*,0,@Thyykuss,suka
Ka Tasyaaa😍😍😍,0,@ekavania4021,kak tasya
Racun banget wajib beli 😩😩❤️❤️❤️,0,@sribintangmaharani,racun banget wajib beli
😍 selalu sukaaa,0,@ratuannisadyahbestari4406,suka
sumpah yaaa racun kali ini video 😪😄,0,@nindyhairindabr.tobing9954,sumpah ya racun kali video
"""ini produk apa sih?"" 
ka tasya bilang sendiri itu produk focallure haha :v",0,@anandaahnaf7620,produk sih kak tasya bilang produk focallure tertawa v
cantiiik,0,@ratihayusanggarwati184,cantik
mauu ikutan giveaway nyaaa 😍😍😍,0,@sarahmbem,mauu ikut giveaway nya
Cantikan g pke make up😆😆😆,0,@jessicalabalabaa6128,cantik g pakai make up
beli dmn kak,0,@regaarini5722,beli dmn kak
Ngakak bangett ini tasya bacoott bermanfaat gitu wkwkw racunnn😂😂😂 setiap kali ngomong bacot lucu aja gitu sambil mukanya excited 😜,1,@putriadinda434,tertawa bangett tasya bacoott manfaat wkwkw racun kali ngomong bacot lucu muka excited
LUCUK BANGETTTT hiburan malam minggu cussss praktekin ah lol,1,@Assyifa24-j8f,lucuk banget hibur malam minggu cus praktekin ah lol
Kalo mau lebih lengkap lagi product product focalure adalah download aliexpress and search focalure itu lengkap selengkapnya ❤❤❤❤,0,@indragozali258,lengkap product product focalure download aliexpress and search focalure lengkap lengkap
Jangan lupa mampir ke channel kami juga yaa ka. Semoga bermanfaat 😇 https://youtu.be/x1XtS0APl9g,0,@kikisilfia3847,lupa mampir channel ya kak moga manfaat
"paling seneng nnton videonya kk tasya,,, semangat banget,,, tak tunggu next videonya,,, cb skali2 tema arabic gt kk... hehe 😙😙",0,@firdausaljaidi4723,neng nnton video kak tasya semangat banget tunggu next video cb skali tema arabic gt kak hehe
duhhh racuuuunnn beneraannn....beli dimana tasyaaaaaa....,0,@siscayunita2428,duh racun beneraan beli mana tasya
fix ini vlog terlucu hahaha sepanjang video istilah2 lo bikin ngakak sih ca,0,@hafizhaherman3994,vlog lucu tertawa video istilah lo bikin tertawa sih ca
"selalu suka sma video kamu tasy 😍😍 ini emang produk cina tasy, n buat temen2 yg mau beli bisa di ars_fashion en aku udh nemu tokonya di shopee yuhuuu jadi bisa free ongkir 😅😅 berharap suatu hari aku di make up in ma seorang tasya frassya, haha aamiin😄😄",0,@ariekusumawati3331,suka sma video tasy produk cina tasy n temen beli ars fashion en nemu toko shopee yuhu free ongkir harap make up in ma tasya frassya tertawa aamiin
"ketahanan kosmetik,, gmn kak??",4,@sitinurkhodijah4856,tahan kosmetik gmn kak
tasya brand ini aman atau tidak ya kok aku cek di aliexpress harga produk focallure cuma sekitar 1 dollar ya 😂 pretty sure it is the same thing not the knock off. kalo warna namanya samaan malah kayak produk OEM alias rebrand aja,4,@leorista1,tasya brand aman ya cek aliexpress harga produk focallure dollar ya pretty sure it is the same thing not the knock off warna nama sama kayak produk oem alias rebrand
ia bagus affordable bangedd. nyari nya dimana?????? di guardian ada kah,0,@sarahmbem,bagus affordable bangedd nyari nya mana guardian kah
belinya di mana kak,0,@bhagasvanofets8861,beli kak
"kak tasyaa meracuni orang"" wkwk,liat comment di foto eyeshadow @ars_fashion banyak bangett wkwk😂",0,@shopiemempawah7412,kak tasyaa racun orang tertawa lihat comment foto eyeshadow bangett tertawa
pengen beli semua,0,@nisakenichi1756,beli
ini keputihan apa lighting?,6,@sherinasherina5592,putih lighting
"aku gak tau lagi mau ngomong apa, selalu syukaaa sama videonya semuaaaanyaaaaaaaa 😍😍😍",1,@fenyyulianto5569,ngomong syuka video
sepanjang video aku senyum2 sambil ngeleng kepala ngeliat kami yg super excited dan kaya gakehabisan bahan buat ngomong. saluuuut tas racun mematikan ini sih  😢,2,@itsn21,video senyum ngeleng kepala super excited kaya gakehabisan bahan ngomong salut tas racun mati sih
blush on yg kamu pake rada2 orange ya tas? *atau yg bisa bantu jawab. lg cari blush on orange gitu. bagus ih produknya murah pulak,0,@annisabalqis22,blush on pakai rada orange ya tas bantu lg cari blush on orange bagus ih produk murah pulak
sama kaya essence yaa murah banget dan lumayan ok product nya 😊,0,@sariseptiani7471,kaya essence ya murah banget lumayan ok product nya
AAAAKKK MAU IKUTAN GIVEAWAYNYAAA 💘💘💘😗😗,0,@g0gunna,ak ikut giveawaynya
"suka bngttt sma makeup look nya ka tasya.. ka tasya bikin aku ngilerrr pengen punya makeup dr focallure...❤❤❤ ahahahha suksess trus ka tasya,,keep humble... love love deh",0,@shintas5352,suka banget sma makeup look nya kak tasya kak tasya bikin ngiler makeup focallure ahahahha suksess kak tasya keep humble love love deh
sampe pingin punya pabriknya lgsg ngakak hahaha,0,@shashasarah2839,pingin pabrik lgsg tertawa tertawa
jadi nggak sabar paket foccalure q dateng 😚😊 makasihhh review ny kakak ...,0,@anantakidschannel1148,sabar paket foccalure q dateng terima kasih review ny kakak
meng bgs kok,0,@user-db7cx1md5z,meng bgs
dea adams maaf nanya oem itu gak aman ya?,0,@iyahannisa105,dea adams maaf nanya oem aman ya
ini ga disponsor kan?,0,@regitad.p.4789,sponsor
sumpaaah thats so cool.. ga nyangka harganya murah bnget tp kualitas ok.. thanks yaa vidnya.. good luck.. :),1,@nindiarnanda9356,sumpah thats so cool nyangka harga murah bnget kualitas ok terima kasih ya vidnya good luck
"astaga putih bet,itu leher kurang rta",1,@matchaLatte97,astaga putih bet leher rta
kak ini eyeshadownya aman ga? pengen beliiiii:(,1,@rizkatiaraprabandini1836,kak eyeshadownya aman beli
Ada make up yg buat nahan tua gk non?,0,@jolinggasutrisno9477,make up nahan tua non
BAGUS BANGEETTTTT IIHH💟💟💟💟💟,0,@melviarajaneta3632,bagus bangeet iihh
Racun baruuuuu😄😄😄😄 blm slesai videonya langsung otw ig nya..,1,@fifinhidayat6694,racun slesai video langsung jalan ig nya
dan aku langsung buka ig ars_fashion 😌 kompor banget kak ca ini 😂,1,@adindaayukusumadewi4681,langsung buka ig ars fashion kompor banget kak ca
"One brand makeup tutorial dong tasya, produk catrice yaa",4,@SafiraNaimima,one brand makeup tutorial tasya produk catrice ya
aaah iya bagus bgt. pigmented ya eyeshadow nya. sukaaa.. mau ah 😂😂😂 tasya racun hahaha,0,@RezaniaSAZZA-mo4dk,ah iya bagus banget pigmented ya eyeshadow nya suka ah tasya racun tertawa
longlast gak syaaa?,0,@diarydoubleu,longlast sya
tes ketahanan nya sya...,0,@rizkiludfiahami3177,tes tahan nya sya
berhasil parah buat gue pengen beli. siap2 abis duit bulanan ini mah 😭,0,@edeblina,hasil parah beli abis duit bulan mah
Aku pengen nangis waktu kak Tasya pakai lipsticknya. Giiiilaaak. Racun habis ini cari eyeshadownya juga.,0,@iefakahana,nang kak tasya pakai lipsticknya gilak racun habis cari eyeshadownya
"Produk China , tmn aq jg distributornya",0,@sayo_moonn,produk china tmn distributor
"racun banget kaakk ampunn, apalah daya uang masih dr ortu😭💸",0,@ma44rin,racun banget kaakk ampunn apa daya uang ortu
racuuuunn tasya 😄😄😄😄,0,@devinaputri1707,racunn tasya
Always beautiful and i looove ur personality! tp ini entah lighting nya atau bedaknya yaa jd keliatan cakey dan keterangan.. but omg ur gorgeous😍😍🙌🏼🙌🏼,0,@dinasafitri8903,always beautiful and i love ur personality lighting nya bedak ya liat cakey terang but ya ampun ur gorgeous
Kak Tasya gila bener di video ini keranjingan Focallure. Haha. Itu aman bener murah gitu?,0,@iefakahana,kak tasya gila bener video keranjingan focallure tertawa aman bener murah
huaaaa ini apalagi sihhh AAAA pengen beli semuanya😫,0,@Dytanala,hua sih a beli
Racun parah 😭,0,@luhintenprameswari6374,racun parah
focallure ini produk darimana yah?,0,@putrisriwijayanti3285,focallure produk darimana yah
ku tak sanggup lagi 😱. Pengem beli dompet ga memungkinkan,0,@syifaalwiyyah7322,ku sanggup pengem beli dompet
"syaaaa bikin tutorial korean look, faux freckles sama hangover look donggg, PENASARAANNN",2,@sitifathiya966,sya bikin tutorial korean look faux freckles hangover look penasaraan
rekomen dong buat pemula wajib punya apa aja,1,@fannysubhan2725,rekomen mula wajib
Hahah itu akuu yg yg message kakakkk tp emang bagusss huhu,2,@tuyul_999,hahah akuu message kakak bagus huhu
kak coba review setelah pake focallure itu ada bad effect ga? bikin kaya bruntusan atau bahkan jd jerawatan apa engga? thanku before,17,@aneiraghaisani765,kak coba review pakai focallure bad effect bikin kaya bruntusan jerawat engga thanku before
"asli asli hargax murah bgt Tasya....
q liat IG ars_fashion Ampe melongo2 Krn saking murahx...
harus beli bgt nih....
makasi Tasya infox.....",0,@sandymira2053,asli asli hargax murah banget tasya q lihat ig ars fashion ampe longo saking murahx beli banget makas tasya infox
sayang banget gw di hongkong mau beli dimana 😢😢😢😢😢😢,0,@marniwatyawahab5513,sayang banget hongkong beli mana
"KAK TASYAAAA SUMPAH KOCAK BANGET, LAGI MANIK BANGET POST UJIAN HAHAHAHA",0,@restihaqiqi7779,kak tasya sumpah kocak banget manik banget post uji hahahaha
kak keterangan cahayanya :(,2,@almiraayu2109,kak terang cahaya
racunnnnnnnn 😍😍😍😍😍😍,0,@galuhpatrick,racun
"kak parah aku jd ikut kegirangan liat video ini😂 parah racun abis jd pgn beli semuanya. kak seneng bgt tiap ada notif dari kakak, luv❤❤",5,@gitanursyifa1233,kak parah girang lihat video parah racun abis beli kak neng banget notif kakak luv
kak kayaknya foundie ny trlalu putih ya? atau mgkn efek lighting ny?,33,@azalyanizam774,kak kayak foundie ny trlalu putih ya mgkn efek lighting ny
"selalu suka ekspresinya ka tasya setiap nemu produk affordable tapi bagus. ga pernah meremehkan produk murah. cobain mizzu, justmiss, dll dong ka yg lokaaal 😍",6,@chusaudria,suka ekspresi kak tasya nemu produk affordable bagus remeh produk murah cobain mizzu justmiss dll kak lokal
BELI BELI AYO BELI SEKARANG JUGA !!!,0,@heningayuarsari4955,beli beli ayo beli
ngakak banget ka nontonnya sumpaahh 😂 expresi kakak itu loohh 😅😂😂😂,1,@miraandini1402,tertawa banget kak nontonnya sumpaahh expresi kakak loohh
"""urgent kalian hrs beli"" 😂😂😂😂 ngakaakk racuuunnnn",1,@Liafahmikamelia,urgent hrs beli ngakaakk racun
ngakak parah waktu bilang mau punya pabriknya hahahahha,0,@puterikhalida5663,tertawa parah bilang pabrik hahahahha
ko kaya putih banget gt ya ka mukanya? kayanya lighting nya kurang cocok deh jadi kayak terang bgt gt. pake ring lighting coba kaa kaya beauty vlogger lainnn. but luv yyyy,4,@royanialiya3834,ko kaya putih banget gt ya kak muka kaya lighting nya cocok deh kayak terang banget gt pakai ring lighting coba kak kaya beauty vlogger but luv y
Marni Wati aliexpress say,0,@sayo_moonn,marni wati aliexpress say
Sayoto Miu dimna itu say?,0,@marniwatyawahab5513,sayoto miu dimna say
omg focallure menggebrak dunia perkosmetikan 😆😆😆,0,@Mommynissa17,ya ampun focallure gebrak dunia kosmetik
arrgh racun bgttt jadi pgn lsg beli semua produknya😍😍😂,0,@DAKARINA,arrgh racun banget lsg beli produk
make up nya apa aja di pake ka tasya pasti keren 😭😭😭 i criiiiiiii ini keren parah 😭😭😭😭,1,@ajengafiani,make up nya pakai kak tasya keren i cri keren parah
"packagingnyaaaaaa bagus , guaaaa juga teriak teriakkkk liat video lu ka ekekekekkekeo mantaappp",0,@jesicarachel953,packagingnya bagus gua teriak teriak lihat video lu kak ekekekekkekeo mantaap
