comment_raw,comment_preprocessing,label_sentimen
belinya dimana nenggeulis,beli mana nenggeulis,positif
racun banget kak 😂..jd pengen beli...😍😍😍😍😍,racun banget kak beli,positif
"HAHAHAHA lucu kauuuuuu jadi bener bener pengen buru buru beliiiiii, apa kabar isi dompet akuuuuuu? hiksaa",hahahaha lucu kau bener bener buru buru beli kabar isi dompet hiksaa,positif
"sis, beli produk nya dimana ...aq minat banget.. invite ig aq ya @chefa.liu",sis beli produk nya mana minat banget invite ig ya liu,positif
love it kak 😘,love it kak,positif
Video ini sumpah buat aku galau dan aku beli semua produk satu muka dan harganya cuma 500rban 😱😱,video sumpah galau beli produk muka harga rban,positif
Kocak bgt sih kk haha 😘😘,kocak banget sih kak tertawa,netral
"""gimana menurut kalian mascaranya? bagus gak?"" seolah olah udah capek jelasin kalau bagus atau berusaha netral. terus kakak gak tahan ujung ujungnya bilang ""kalau menurut aku sih bagus"" hahahahahahaha saking bagusnya ya kak 😂😂😂",gimana mascaranya bagus olah capek jelasin bagus usaha netral kakak tahan ujung ujung bilang sih bagus hahahahahahaha saking bagus ya kak,positif
langsung tertarik gt kak aku!!! haaah diracunin sm ka tasya hehehe,langsung tarik gt kak hah diracunin kak tasya tertawa,positif
lightingnya kyknya..soalnya d 3:00 an gitu coba liat itu wrn normal kyk tasya klo make up an sih mnrtku..hehehe,lightingnya kyknya d an coba lihat wrn normal kyk tasya make up an sih mnrtku tertawa,netral
"sori, 2:50 ke atas..hehehe..itu wrn lebih ""manusiawi""",sori tertawa wrn manusiawi,netral
cheese cake's itu kaya nya  laighting nya,cheese cake s kaya nya laighting nya,netral
cheese cake's Jl,cheese cake s jl,netral
cheese cake's kayaknya sih emang foundi nya yg keputihan 😂😂😂😂,cheese cake s kayak sih foundi nya putih,negatif
kalo mau beli lewat aliexpress bisa nitip sama aku :D,beli aliexpress nitip d,positif
Donna Zahra aliexpress itu ky belanja diaplikasi atau gimana yaa? hehe,donna zahra aliexpress ky belanja aplikasi gimana ya hehe,netral
Tiara Sri iyaa aplikasi marketplace. kyk lazada/ shopee,tiara sri iyaa aplikasi marketplace kyk lazada shopee,netral
pingin nitip beli kak,pingin nitip beli kak,positif
Zuzu Syuhada caranya bagaimana ka,zuzu syuhada kak,netral
Kalo d shope foundationnya hargnya cm 22 rb- 35 rb doang semuanya murah cm aku gabisa order karna wilayah tdk terjangkau kalo beli d indo harganya lumayan mahal2,d shope foundationnya hargnya cm rb rb doang murah cm gabisa order wilayah jangkau beli d indo harga lumayan mahal,negatif
ada gitu zombie secantik kamu kak Tasya??😘😘😘😘😍😍😍,zombie cantik kak tasya,positif
kak.. aku subscriber kakak yg baru.. suka banget liat video2 kakak,kak subscriber kakak suka banget lihat video kakak,positif
kak test ketahanannya juga dong^^,kak test tahan,netral
bikin battle liquid eyeliner dong,bikin battle liquid eyeliner,netral
pleaseeee bacotmu racun bgt kak tasya😵😵😵 kan jd pengen beli juga kan 😂😂😂,please bacot racun banget kak tasya beli,positif
kakk lehernya belangg 😂😂 wkwk ngakak trs denger ocehan2nyaa,kakk leher belangg tertawa tertawa denger oceh nyaa,netral
Kak tasya make up'a beli d'mna kira2 ada d'indonesia gak klo ada ak minat,kak tasya make up a beli d mna d indonesia ak minat,positif
Kayak catrice murah tp oke juga ka,kayak catrice murah oke kak,positif
wajax keliatan capek bgt. sembab.,wajax liat capek banget sembab,netral
Ka tasya beli produk itu dmn yaa..  Pleas jawab kaa..  Soalnya di tmpt aku jarang yg jual produk itu,kak tasya beli produk dmn ya pleas kak tmpt jarang jual produk,positif
Antingnya beli dimanaaaa??? Salfok sm anting,anting beli mana salfok anting,positif
apa cuma mata gue aja ya yang liat video ini keterangan? tdnya kupikir settingan laptopku yg keterangan layarna ternyata nggak. jd gabisa liat warna asli foundie dan concealernya :(,mata ya lihat video terang tdnya pikir settingan laptop terang layarna gabisa lihat warna asli foundie concealernya,netral
kak coba catrice kak,kak coba catrice kak,netral
Kak soflens nya apa?,kak soflens nya,netral
racun bgt gilaaaaakkkk 😂😂😂😂😥😥😥😥,racun banget gilak,positif
NGAKAK BGT NONTON VIDEO NYA KAAA HAHAHAHA LUV!❤️❤️❤️💋,tertawa banget nonton video nya kak hahahaha luv,positif
"wahhh Tasya, aku langsung kepoin  lgsg beli hahahahgaga 😂😂😂😂",tasya langsung poin lgsg beli hahahahgaga,positif
ka buat daily vlog dong,kak daily vlog,netral
rainbow highligthernya gimn sya??????,rainbow highligthernya gimn sya,netral
parah racunn!!😭😭🔥💯,parah racunn,positif
RACUN APA LAGI INI KAA😭😭,racun kak,positif
cantik bgtzzzz😍😍😍,cantik bgtz,positif
nonton video ini ketawa mulu wkwkwkwk😂😂😂😂😂😂😂,nonton video ketawa mulu wkwkwkwk,netral
"kk maahh racuuunn disaat keuangan tidak memadaiii,  nunggu giveaway nya kk ajaaa hehehe btw muka cantik maa digmanain aja juga bagus dan aku ga berenti ketawa dengerin kk yg histeris wkwkkw",kak maahh racunn saat uang pada nunggu giveaway nya kak tertawa ngomong-ngomong muka cantik maa digmanain bagus renti ketawa dengerin kak histeris wkwkkw,positif
beli dimana ka,beli mana kak,positif
makeup baguss😍 hnya sj menurut saya warna foundie nya masi keputihan yah.. apa karna powdernya yah yg putih ? overall bagusss kk👍🏻👍🏻,makeup baguss hnya sj warna foundie nya mas putih yah powdernya yah putih overall bagus kak,negatif
tapi kok kyknya agak keputihan ya sya mukanya,kyknya putih ya sya muka,negatif
"review yg bermanfaat bgt, langsung stalking yg jual focallure, haha",review manfaat banget langsung stalking jual focallure tertawa,netral
"aku tuh gamau nge recommendasiin semua, tapi semuanya recommended. ini gimana sih maksudnya kak?:(((((",tuh gamau nge recommendasiin rekomendasi gimana sih maksud kak,positif
anyone knows is this product cruelty free?,anyone knows is this product cruelty free,netral
"Cantik bgt kk looknya kaya barbie, lngsung tertarik sama eyeshadow palletenya...",cantik banget kak looknya kaya barbie lngsung tarik eyeshadow palletenya,positif
"Hm, tapi kok di website nya harganya diatas 100K yah? https://shopfocallure.com/collections/face",hm website nya harga atas k yah,netral
like banget video ini.. thanks reviewnya..semua cewe pasti suka produk murah tapi ga murahan. aku slalu cari review yg kyak gini. love tasya deh,like banget video terima kasih reviewnya cewe suka produk murah murah slalu cari review kyak love tasya deh,positif
"ya Lordddd. demi apa kakkk,, tadi nemu video ini trs penasaran sama harga yg semua produknya dibawah 100k. EEEEEEEEEEEE mulai dari nonton sampe abis gatau kenapa rasanya ikutan excited juga wkwkwkw dan berakhir pengen beli semuanyaaaaaaa. RACUN ABIS!",ya lord kak nemu video penasaran harga produk bawah k e nonton abis gatau ikut excited wkwkwkw beli racun abis,positif
sumpah racun bgt 😭😭😍😍😍😍,sumpah racun banget,positif
ratcuuuuuun eiiim,ratcun eim,netral
kalo mau beli produknya dimana yah?,beli produk mana yah,positif
"eyeshadow itu bagus? gimana soal Qianyu? :v 
btw, kakak cantik :)",eyeshadow bagus gimana qianyu v ngomong-ngomong kakak cantik,positif
Kak liquid eyelinernya dia matte apa glossy yakk?? Btw cakep banget semuanya pengen beli semuanya! Mana kakak meyakinkan bgt lagi :'),kak liquid eyelinernya matte glossy yakk ngomong-ngomong cakep banget beli kakak banget,positif
"collab dong sama suhay, kalian cucok deh, mau sejam juga dipantengin 😍",collab suhay cucok deh jam dipantengin,netral
Ghina A powdernya,ghina a powdernya,netral
fix ini menjawab semuaaaaaaaaaaa pertanyaan selama ini. onebrand yang murah dan semua bagus. fix makaaassiii banyak tasya 😘😘,onebrand murah bagus makassi tasya,positif
fix ini menjawab semuaaaaaaaaaaa pertanyaan selama ini. onebrand yang murah dan semua bagus. fix makaaassiii banyak tasya 😘😘,onebrand murah bagus makassi tasya,positif
"Sya blm perna d jwb sm skli dr video sblmnya sampe live ig , focalure lipcremnya lengket ga",sya perna d jwb skli video sblmnya live ig focalure lipcremnya lengket,netral
ga sbr nggu merah kuning hijau biru make up nya yg lain..,sbr nggu merah kuning hijau biru make up nya,netral
"ini make up brani bgt..salut, biasanya org cm netral, kdg bermacam2 video yg di upload jd kliatan sm aja..",make up brani banget salut orang cm netral kdg video upload kliatan,netral
"foundation nya terlalu putih trs white cast bgt sya, tp eyeshadow nya suka deh",foundation nya putih white cast banget sya eyeshadow nya suka deh,positif
Lucu bgt ka taca pas bilang 'aduh gimana nih'😘😘😍 aku akan membeli eyeshadow nya ka taca ekwkw,lucu banget kak taca pas bilang aduh gimana beli eyeshadow nya kak taca ekwkw,positif
sukaaaa :) :*,suka,positif
Ka Tasyaaa😍😍😍,kak tasya,netral
Racun banget wajib beli 😩😩❤️❤️❤️,racun banget wajib beli,positif
😍 selalu sukaaa,suka,positif
sumpah yaaa racun kali ini video 😪😄,sumpah ya racun kali video,positif
"""ini produk apa sih?"" 
ka tasya bilang sendiri itu produk focallure haha :v",produk sih kak tasya bilang produk focallure tertawa v,netral
cantiiik,cantik,netral
mauu ikutan giveaway nyaaa 😍😍😍,mauu ikut giveaway nya,netral
Cantikan g pke make up😆😆😆,cantik g pakai make up,positif
beli dmn kak,beli dmn kak,positif
Ngakak bangett ini tasya bacoott bermanfaat gitu wkwkw racunnn😂😂😂 setiap kali ngomong bacot lucu aja gitu sambil mukanya excited 😜,tertawa bangett tasya bacoott manfaat wkwkw racun kali ngomong bacot lucu muka excited,positif
LUCUK BANGETTTT hiburan malam minggu cussss praktekin ah lol,lucuk banget hibur malam minggu cus praktekin ah lol,netral
Kalo mau lebih lengkap lagi product product focalure adalah download aliexpress and search focalure itu lengkap selengkapnya ❤❤❤❤,lengkap product product focalure download aliexpress and search focalure lengkap lengkap,netral
Jangan lupa mampir ke channel kami juga yaa ka. Semoga bermanfaat 😇 https://youtu.be/x1XtS0APl9g,lupa mampir channel ya kak moga manfaat,netral
"paling seneng nnton videonya kk tasya,,, semangat banget,,, tak tunggu next videonya,,, cb skali2 tema arabic gt kk... hehe 😙😙",neng nnton video kak tasya semangat banget tunggu next video cb skali tema arabic gt kak hehe,positif
duhhh racuuuunnn beneraannn....beli dimana tasyaaaaaa....,duh racun beneraan beli mana tasya,positif
fix ini vlog terlucu hahaha sepanjang video istilah2 lo bikin ngakak sih ca,vlog lucu tertawa video istilah lo bikin tertawa sih ca,netral
"selalu suka sma video kamu tasy 😍😍 ini emang produk cina tasy, n buat temen2 yg mau beli bisa di ars_fashion en aku udh nemu tokonya di shopee yuhuuu jadi bisa free ongkir 😅😅 berharap suatu hari aku di make up in ma seorang tasya frassya, haha aamiin😄😄",suka sma video tasy produk cina tasy n temen beli ars fashion en nemu toko shopee yuhu free ongkir harap make up in ma tasya frassya tertawa aamiin,positif
"ketahanan kosmetik,, gmn kak??",tahan kosmetik gmn kak,netral
tasya brand ini aman atau tidak ya kok aku cek di aliexpress harga produk focallure cuma sekitar 1 dollar ya 😂 pretty sure it is the same thing not the knock off. kalo warna namanya samaan malah kayak produk OEM alias rebrand aja,tasya brand aman ya cek aliexpress harga produk focallure dollar ya pretty sure it is the same thing not the knock off warna nama sama kayak produk oem alias rebrand,netral
ia bagus affordable bangedd. nyari nya dimana?????? di guardian ada kah,bagus affordable bangedd nyari nya mana guardian kah,positif
belinya di mana kak,beli kak,positif
"kak tasyaa meracuni orang"" wkwk,liat comment di foto eyeshadow @ars_fashion banyak bangett wkwk😂",kak tasyaa racun orang tertawa lihat comment foto eyeshadow bangett tertawa,positif
pengen beli semua,beli,positif
ini keputihan apa lighting?,putih lighting,negatif
"aku gak tau lagi mau ngomong apa, selalu syukaaa sama videonya semuaaaanyaaaaaaaa 😍😍😍",ngomong syuka video,netral
sepanjang video aku senyum2 sambil ngeleng kepala ngeliat kami yg super excited dan kaya gakehabisan bahan buat ngomong. saluuuut tas racun mematikan ini sih  😢,video senyum ngeleng kepala super excited kaya gakehabisan bahan ngomong salut tas racun mati sih,positif
blush on yg kamu pake rada2 orange ya tas? *atau yg bisa bantu jawab. lg cari blush on orange gitu. bagus ih produknya murah pulak,blush on pakai rada orange ya tas bantu lg cari blush on orange bagus ih produk murah pulak,positif
sama kaya essence yaa murah banget dan lumayan ok product nya 😊,kaya essence ya murah banget lumayan ok product nya,positif
AAAAKKK MAU IKUTAN GIVEAWAYNYAAA 💘💘💘😗😗,ak ikut giveawaynya,netral
"suka bngttt sma makeup look nya ka tasya.. ka tasya bikin aku ngilerrr pengen punya makeup dr focallure...❤❤❤ ahahahha suksess trus ka tasya,,keep humble... love love deh",suka banget sma makeup look nya kak tasya kak tasya bikin ngiler makeup focallure ahahahha suksess kak tasya keep humble love love deh,positif
sampe pingin punya pabriknya lgsg ngakak hahaha,pingin pabrik lgsg tertawa tertawa,netral
jadi nggak sabar paket foccalure q dateng 😚😊 makasihhh review ny kakak ...,sabar paket foccalure q dateng terima kasih review ny kakak,netral
meng bgs kok,meng bgs,netral
dea adams maaf nanya oem itu gak aman ya?,dea adams maaf nanya oem aman ya,netral
ini ga disponsor kan?,sponsor,netral
sumpaaah thats so cool.. ga nyangka harganya murah bnget tp kualitas ok.. thanks yaa vidnya.. good luck.. :),sumpah thats so cool nyangka harga murah bnget kualitas ok terima kasih ya vidnya good luck,positif
"astaga putih bet,itu leher kurang rta",astaga putih bet leher rta,netral
kak ini eyeshadownya aman ga? pengen beliiiii:(,kak eyeshadownya aman beli,positif
Ada make up yg buat nahan tua gk non?,make up nahan tua non,netral
BAGUS BANGEETTTTT IIHH💟💟💟💟💟,bagus bangeet iihh,positif
Racun baruuuuu😄😄😄😄 blm slesai videonya langsung otw ig nya..,racun slesai video langsung jalan ig nya,positif
dan aku langsung buka ig ars_fashion 😌 kompor banget kak ca ini 😂,langsung buka ig ars fashion kompor banget kak ca,netral
"One brand makeup tutorial dong tasya, produk catrice yaa",one brand makeup tutorial tasya produk catrice ya,netral
aaah iya bagus bgt. pigmented ya eyeshadow nya. sukaaa.. mau ah 😂😂😂 tasya racun hahaha,ah iya bagus banget pigmented ya eyeshadow nya suka ah tasya racun tertawa,positif
longlast gak syaaa?,longlast sya,netral
tes ketahanan nya sya...,tes tahan nya sya,netral
berhasil parah buat gue pengen beli. siap2 abis duit bulanan ini mah 😭,hasil parah beli abis duit bulan mah,positif
Aku pengen nangis waktu kak Tasya pakai lipsticknya. Giiiilaaak. Racun habis ini cari eyeshadownya juga.,nang kak tasya pakai lipsticknya gilak racun habis cari eyeshadownya,positif
"Produk China , tmn aq jg distributornya",produk china tmn distributor,netral
"racun banget kaakk ampunn, apalah daya uang masih dr ortu😭💸",racun banget kaakk ampunn apa daya uang ortu,positif
racuuuunn tasya 😄😄😄😄,racunn tasya,netral
Always beautiful and i looove ur personality! tp ini entah lighting nya atau bedaknya yaa jd keliatan cakey dan keterangan.. but omg ur gorgeous😍😍🙌🏼🙌🏼,always beautiful and i love ur personality lighting nya bedak ya liat cakey terang but ya ampun ur gorgeous,netral
Kak Tasya gila bener di video ini keranjingan Focallure. Haha. Itu aman bener murah gitu?,kak tasya gila bener video keranjingan focallure tertawa aman bener murah,positif
huaaaa ini apalagi sihhh AAAA pengen beli semuanya😫,hua sih a beli,positif
Racun parah 😭,racun parah,positif
focallure ini produk darimana yah?,focallure produk darimana yah,netral
ku tak sanggup lagi 😱. Pengem beli dompet ga memungkinkan,ku sanggup pengem beli dompet,positif
"syaaaa bikin tutorial korean look, faux freckles sama hangover look donggg, PENASARAANNN",sya bikin tutorial korean look faux freckles hangover look penasaraan,netral
rekomen dong buat pemula wajib punya apa aja,rekomen mula wajib,positif
Hahah itu akuu yg yg message kakakkk tp emang bagusss huhu,hahah akuu message kakak bagus huhu,positif
kak coba review setelah pake focallure itu ada bad effect ga? bikin kaya bruntusan atau bahkan jd jerawatan apa engga? thanku before,kak coba review pakai focallure bad effect bikin kaya bruntusan jerawat engga thanku before,netral
"asli asli hargax murah bgt Tasya....
q liat IG ars_fashion Ampe melongo2 Krn saking murahx...
harus beli bgt nih....
makasi Tasya infox.....",asli asli hargax murah banget tasya q lihat ig ars fashion ampe longo saking murahx beli banget makas tasya infox,positif
sayang banget gw di hongkong mau beli dimana 😢😢😢😢😢😢,sayang banget hongkong beli mana,positif
"KAK TASYAAAA SUMPAH KOCAK BANGET, LAGI MANIK BANGET POST UJIAN HAHAHAHA",kak tasya sumpah kocak banget manik banget post uji hahahaha,netral
kak keterangan cahayanya :(,kak terang cahaya,netral
racunnnnnnnn 😍😍😍😍😍😍,racun,positif
"kak parah aku jd ikut kegirangan liat video ini😂 parah racun abis jd pgn beli semuanya. kak seneng bgt tiap ada notif dari kakak, luv❤❤",kak parah girang lihat video parah racun abis beli kak neng banget notif kakak luv,positif
kak kayaknya foundie ny trlalu putih ya? atau mgkn efek lighting ny?,kak kayak foundie ny trlalu putih ya mgkn efek lighting ny,netral
"selalu suka ekspresinya ka tasya setiap nemu produk affordable tapi bagus. ga pernah meremehkan produk murah. cobain mizzu, justmiss, dll dong ka yg lokaaal 😍",suka ekspresi kak tasya nemu produk affordable bagus remeh produk murah cobain mizzu justmiss dll kak lokal,positif
BELI BELI AYO BELI SEKARANG JUGA !!!,beli beli ayo beli,positif
ngakak banget ka nontonnya sumpaahh 😂 expresi kakak itu loohh 😅😂😂😂,tertawa banget kak nontonnya sumpaahh expresi kakak loohh,netral
"""urgent kalian hrs beli"" 😂😂😂😂 ngakaakk racuuunnnn",urgent hrs beli ngakaakk racun,positif
ngakak parah waktu bilang mau punya pabriknya hahahahha,tertawa parah bilang pabrik hahahahha,netral
ko kaya putih banget gt ya ka mukanya? kayanya lighting nya kurang cocok deh jadi kayak terang bgt gt. pake ring lighting coba kaa kaya beauty vlogger lainnn. but luv yyyy,ko kaya putih banget gt ya kak muka kaya lighting nya cocok deh kayak terang banget gt pakai ring lighting coba kak kaya beauty vlogger but luv y,positif
Marni Wati aliexpress say,marni wati aliexpress say,netral
Sayoto Miu dimna itu say?,sayoto miu dimna say,netral
omg focallure menggebrak dunia perkosmetikan 😆😆😆,ya ampun focallure gebrak dunia kosmetik,netral
arrgh racun bgttt jadi pgn lsg beli semua produknya😍😍😂,arrgh racun banget lsg beli produk,positif
make up nya apa aja di pake ka tasya pasti keren 😭😭😭 i criiiiiiii ini keren parah 😭😭😭😭,make up nya pakai kak tasya keren i cri keren parah,positif
"packagingnyaaaaaa bagus , guaaaa juga teriak teriakkkk liat video lu ka ekekekekkekeo mantaappp",packagingnya bagus gua teriak teriak lihat video lu kak ekekekekkekeo mantaap,positif
mabuuuk makeup 💋💋💋😁,mabuk makeup,netral
"Tasya next video kalau mau review one brand skalian test ketahanannya donk, , ,",tasya next video review one brand skalian test tahan donk,netral
orang ke dua terheboh dan terfav buat aku selain kak suhay...,orang heboh terfav kak suhay,netral
"Nyesel gue liat ini, gue keracunan parah pengen semuanyaaa😭😂",nyesel lihat racun parah,positif
"Nyesel gue liat ini, gue keracunan parah pengen semuanyaaa😭😂",nyesel lihat racun parah,positif
aslii eyeshadownyà menggoda iman 😂,asli eyeshadowny goda iman,netral
"Hahah.. ketawa2 aku nnton videonya kak..Sebegitunya..😅😅
 jadi pengen bli juga..😍😍
oya, btw ntr bikin give away nya syaratnya kagak usah ribet ya kak..😆😆",hahah ketawa nnton video kak begitu bli oya ngomong-ngomong ntr bikin give away nya syarat kagak ribet ya kak,netral
"""Aku ga mau bilang ini semua recommended tapi ini semua recommended"" 😂",bilang rekomendasi rekomendasi,positif
kak Tasya kamu hebat bgt makeup aku suka bgt liat kamu enak orangnya gak bosen 😍,kak tasya hebat banget makeup suka banget lihat enak orang bosen,positif
Racunnnnn...!!! Lol,racun lol,positif
RACUN PARAH SIH INI!!,racun parah sih,positif
YA ALLAH KAK your expression at 2:07 😂😂😂😂😂👌,ya allah kak your expression at,netral
you look like dua lipa heuh 😲,you look like lipa heuh,netral
Tasya kalau review lipstick apapun deh merk kasih tau dong transfer apa ngga secara anak udah aga besar malu kalau di sun mama nya 😪 kalau transfer di pipinya 😓😓😓,tasya review lipstick apa deh merk kasih transfer anak aga malu sun mama nya transfer pipi,netral
"""aku gamau bilang ini semua recommended, tapi ini semua emang recommended"" 😂😂😂👌👌👌",gamau bilang rekomendasi rekomendasi,positif
kak liquid eyelinernya hasilnya matte ga ?,kak liquid eyelinernya hasil matte,netral
"langsung search produknya. demi apa buat eyeshadow, lipstick, mascara, eyeliner, cuma 153ribuan aja:( bermanfaat bgt kak, thx u😘",langsung search produk eyeshadow lipstick mascara eyeliner ribu manfaat banget kak terima kasih u,netral
Gak pernah denger brand ini 😊 TFS!,denger brand tfs,netral
Kak bikin focallure part 2 aja 😆,kak bikin focallure part,netral
racun racun racun :( pengen bebsss,racun racun racun bebs,positif
ihhhh ka tasya kren banget banget banget 😍❤❤❤❤,ih kak tasya kren banget banget banget,netral
kak agak keterangan deh kayaknya,kak terang deh kayak,netral
racunnya ampun deh #tasyakuran,racun ampun deh,positif
video racun paling tepat di awal bulan 😭😭😭,video racun,positif
"dari tasya live IG bilang kalau ini bagus udah pengen banget mesen semua, tapi akhirnya nunggu sampe video ini up abis kelar nonton langsung pesen XD XD XD",tasya live ig bilang bagus banget mesen nunggu video up abis kelar nonton langsung sen xd xd xd,positif
audeh ... pokoknya biasakan like dulu sblm nontn 😘,audeh pokok biasa like sblm nontn,netral
sempet ragu mau belii tapiii karna kak tasya udah cobainn jadi g raguuuu,sempet ragu beli kak tasya cobainn g ragu,positif
"duh paling bisa racun nya megap"" gueh skrg wkwkwkkw pengen beli. udh gtau lg mo ngomong apa~ 🙌😌",duh racun nya megap gueh skrg wkwkwkkw beli gtau lg mo ngomong,positif
"kak Tasya, aku udah buktikan beli dan nyoba produk foccalure, sumpahh keren banget bagus nya😅 mantap jiwaaa 😄😄😄😄 😘😘😘😘 murah meriah pulaa,,, uaaaaa pngen tereak ajaa hahahha *maap lebayy 😂. #tapiseriusbagus#foccaluremantap",kak tasya bukti beli nyoba produk foccalure sumpahh keren banget bagus nya mantap jiwa murah riah pulaa ua pngen reak ajaa hahahha maap lebayy,positif
kak tasya pake heavy makeup di tengah malam?? apa ga sayang tuh stelah pake langsung hapus? 😂😅😄,kak tasya pakai heavy makeup malam sayang tuh stelah pakai langsung hapus,netral
"Bisa bgt ngeracunnya,,
Dan OMG, Demi apa itu keren semua, dengan harga Dibawah 100k Gila bgt yh nih Produk,,, 😱 

Aku mau jadi Owner Focalure (999+) 😂😂",banget ngeracunnya ya ampun keren harga bawah k gila banget yh produk owner focalure,positif
"loose powdernya pas kena flash jadi keliatan masih pake bedak gitu (ngerti ga sih.-.) jadi ga HD gitu powdernya, masih keliatan kalo di flash:( sorryy kakak:(",loose powdernya pas kena flash liat pakai bedak ngerti sih hd powdernya liat flash sorryy kakak,netral
AAAA LAMGSUNG NYARI2 FOCALLURE😭😭😭,a lamgsung nyari focallure,netral
sungguh terima kasih kak tasya karna sudah ngeracun.. sumpah ini langsung rengek pengen belii 😭😭 #tasyakuran,sungguh terima kasih kak tasya ngeracun sumpah langsung rengek beli,positif
ngiler sama produknya 😭,ngiler produk,netral
ya ampun say.. ini mah racunnnnnn.. otw beli.. hoho,ya ampun say mah racun jalan beli hoho,positif
Melody victorian flashback namanya,melody victorian flashback nama,netral
"latifah abdullah Hdd eh kaya kenal nih hahahha, coba eyeshadow, alis pomade paaa 😆",latifah abdullah hdd eh kaya kenal hahahha coba eyeshadow alis pomade pa,netral
Ehhh ada yg nongol.. hihi udah coba ya kak ??,eh nongol hihi coba ya kak,netral
"kak , request one brand tutorial yg brand catrice dong kakk",kak request one brand tutorial brand catrice kakk,netral
"Kak tas... rame bgt yak video kali ini, but luvvv ❤️❤️❤️",kak tas rame banget yak video kali but luv,positif
Kenapa bacotmu selalu menyenangkan untuk didengar kaaak? racun parah😭😭,bacot senang dengar kak racun parah,positif
kak videonya jangan keterangan gt hehe. jd ga enak ngeliatnya. saran aja hihi,kak video terang gt hehe enak ngeliatnya saran hihi,netral
ok fix kak tasya sama kak suhay adalah  beauty vlogger keturunan arab favorit 😭 keliatan banget dari cara ngomongnya kak tasya orang yg baik.sukses terus ya kak.dan semoga sering2 ngasi kita racun soal makeup makeup 😂💕,ok kak tasya kak suhay beauty vlogger turun arab favorit liat banget ngomongnya kak tasya orang sukses ya kak moga ngasi racun makeup makeup,positif
fix bakal beli satu set buat hantaran mumpung tokonya dekat rumah 😂,beli set hantar mumpung toko rumah,positif
Blush on nya awet gak?,blush on nya awet,netral
"kak sekali kali coba pake lip tint or water tint dong pengen liaaattt, btw suka banget sama vidio kakak gimana dong aku terharu",kak kali coba pakai lip tint or water tint lihat ngomong-ngomong suka banget vidio kakak gimana haru,positif
Beli nya dimana kak ? Di drugstore ada gak?,beli nya mana kak drugstore,positif
cantik,cantik,positif
Tasyaaa racuuuuuuuunn   paraaaaahh :kiss,tasya racunn parahh kiss,netral
Mba tasya lightening nya too much jadi gak nampak aslinya jadi kaya beauty plus. Aku pgn liat realnya,mba tasya lightening nya too much nampak asli kaya beauty plus lihat real,netral
ini sumpah ratu racun setelah Suhay Salim..cantik bgt pulaa ..langsung subs dong saya,sumpah ratu racun suhay salim cantik banget pulaa langsung subs,positif
tasya lightningnya terang sekali,tasya lightningnya terang,netral
Hope you are well 💖 miss you :/,hope you are well miss you,netral
Maafin ga yaaaaaa~,maafin ya,netral
Aku juga udah gangerti lagi sama kamu,gangerti,netral
Racuuuun yaAllah tolong :((( mau semuanya !!!!!,racun yaallah tolong,netral
beli dimana kalo di indo?,beli mana indo,positif
dea adams di pontianak,dea adams pontianak,netral
buat org pemula buat alis tp alisnya udh tebal itu mending pake apa ya kak?,orang mula alis alis tebal mending pakai ya kak,netral
btw kak ini ketahananya gimana?sebagus pigmentasinya kah?,ngomong-ngomong kak tahana gimana bagus pigmentasi kah,positif
"""aku gamau bilang ini semua recommended tapi emang semua ini recommended"" 

this girl i swear to god😂😂😂😂😂",gamau bilang rekomendasi rekomendasi this girl i swear to god,positif
Plis kenapa setiap barang yang di review ka tasya jadi pengen dibeli semua😂,plis barang review kak tasya beli,positif
ya ampun tasya kamu tuh ya nyebarin racun mulu sih...kesel aku... 😂😂😂 kekepin dompet,ya ampun tasya tuh ya nyebarin racun mulu sih kesel pin dompet,positif
RACUN DUNIA!!!,racun dunia,positif
terasa di doktrin gitu. jdi pen belii😥😥😰,doktrin jdi pen beli,positif
tes ketahanan lama produk produk nya kak 😍supaya tambah racun😘😘,tes tahan produk produk nya kak racun,positif
"oh my god... beli sekarang juga karena ini bener2 bagus
huhu racunnnnn...😫😫😫",oh my god beli bener bagus huhu racun,positif
brb pijitin bapake dulu biar dikasi duit 😂 racuuuunnnnnnn,brb pijitin bapake biar kasi duit racun,netral
Eyelinernya doff ga ka?,eyelinernya doff kak,netral
btw itu produsen cina y...sudah ada label ingredient halal nya blm???,ngomong-ngomong produsen cina y label ingredient halal nya,netral
selalu racun 😤😘,racun,positif
ngerayu suamikkk.. beli inii...😂😂😂,ngerayu suamik beli ini,positif
kaaa itu eyeshadownya 88rb udh dpt 2 palette itu? pigment mana sm inez? makasi kakaaa ❤️,kak eyeshadownya rb dpt palette pigment inez makas kaka,netral
Hahahaha gimana nihh😂😂😂😂,hahahaha gimana nihh,netral
selalu suka sama make up make upnya tasya! coba korean make up challenge dong tasyaa! 😆 jadi pake brandnya make up make up korea gitu,suka make up make upnya tasya coba korean make up challenge tasyaa pakai brandnya make up make up korea,positif
Seneng bgt liat tasya teriak teriak heboh haha. Jadi ikutan excited nontonnya!😂,neng banget lihat tasya teriak teriak heboh tertawa ikut excited nontonnya,netral
bikin q&a !!❤️,bikin q a,netral
kak ada niat jadi brand ambassadornya produk focallure ga? kakak makeupnya cantik bangeeeet,kak niat brand ambassadornya produk focallure kakak makeupnya cantik banget,positif
gabrielle indarsen pake eyeshadow atau brow powder aja sis klo udh tebel,gabrielle indarsen pakai eyeshadow brow powder sis tebel,netral
