comment_raw,comment_preprocessing,label_sentimen,label,indobert_text
demi apa nonton gini tengah malam malah mau ngakak campur terharu liat produk sebagus itu dgn harga semurah itu 😭😭😭 thx kak tasya udh bikin aku baper make up lagi 💔,nonton malam tertawa campur haru lihat produk bagus harga murah terima kasih kak tasya bikin baper make up,positif,2,demi apa nonton begini tengah malam malah mau tertawa campur terharu lihat produk sebagus itu dengan harga semurah itu terima kasih kak tasya sudah bikin aku baper make up lagi
too bad lightingnya terlalu terang tampaknya. semuanya jadi serba putih. jadi gak jelas beda shadenya.,too bad lightingnya terang serba putih beda shadenya,netral,1,too bad lightingnya terlalu terang tampaknya semuanya jadi serba putih jadi tidak jelas beda shadenya
parahhh racun bgt nih video hahaha..,parah racun banget video tertawa,positif,2,parahhh racun banget ini video tertawa
"biasanya males nonton video sampe 15menitan, tapi ini gak berasa bgt nonton nya tau-tau udh end aja 😂, seru gak leha"" ngejelasin nya 👍",males nonton video menit asa banget nonton nya end seru leha ngejelasin nya,netral,1,biasanya males nonton video sampai menitan tapi ini tidak berasa banget nonton nya tahu tahu sudah end saja seru tidak leha ngejelasin nya
cobain emina dong kak!!!,cobain emina kak,netral,1,cobain emina dong kak
tasya bikinin tutorial buat wisuda donggg..,tasya bikinin tutorial wisuda,netral,1,tasya bikinin tutorial buat wisuda donggg
aaaaaaaa sumpah rancun bgt ka tasyaaaaaaaaa  😂😂😂😂😂😂😂😂😂😂,a sumpah rancun banget kak tasya,netral,1,aaaaaaaa sumpah rancun banget kak tasyaaaaaaaaa
wow,wow,netral,1,wow
tasya next lightingnya di kurangin dikit yaaa.. agak mencolok mata sya 😂😂 tapi tidak mengurani faedahnya koook... tetap sukaaaaaa ❤️,tasya next lightingnya rangin dikit ya colok mata sya mengurani faedah suka,positif,2,tasya next lightingnya di kurangin dikit yaaa agak mencolok mata sya tapi tidak mengurani faedahnya koook tetap sukaaaaaa
I like Ur vibes gfs 😄😘,i like ur vibes gfs,netral,1,i like ur vibes gfs
langsung flow IG n mau beli,langsung flow ig n beli,positif,2,langsung flow ig n mau beli
"abis nnt ini gue langsung share di grup... i was like "" girlsssss brace your self ada produk baru murah and bestttttttttt""",abis nnt langsung share grup i was like girls brace your self produk murah and best,positif,2,abis nnt ini saya langsung share di grup i was like girlsssss brace your self ada produk baru murah and bestttttttttt
beli di guardian ada ga ya? bantu jawab dong thanks🙏,beli guardian ya bantu terima kasih,positif,2,beli di guardian ada tidak ya bantu jawab dong terima kasih
"omaigattt tasyaa😂😂
bikin cekikikan di malem minggu gegara first impression, sumpah kocak abis!!
Noted di wishlist nih eyeshadow focallure",omaigat tasyaa bikin cekikik malem minggu gegara first impression sumpah kocak abis noted wishlist eyeshadow focallure,netral,1,omaigattt tasyaa bikin cekikikan di malem minggu gegara first impression sumpah kocak abis noted di wishlist ini eyeshadow focallure
"terima kasih sudah meracuniku 😂
btw kayaknya lighting trlalu terang ga sih..? agak silau gitu kayaknya..",terima kasih racun ngomong-ngomong kayak lighting trlalu terang sih silau kayak,positif,2,terima kasih sudah meracuniku ngomong-ngomong kayaknya lighting trlalu terang tidak sih agak silau begitu kayaknya
Perpaduan antara beauty vlogger dan srimulat 😂😅 kece abizzzz... keren 👍👍👍,padu beauty vlogger srimulat kece abiz keren,positif,2,perpaduan antara beauty vlogger dan srimulat kece abizzzz keren
林秀芬 ya kan judulnya bukan make up buat kuliah,ya judul make up kuliah,netral,1,ya kan judulnya bukan make up buat kuliah
"林秀芬 jelas ini judulnya ""One brand make up tutorial"" bukan ""Daily make up go to Campus"". Lebih cerdas lagi untuk berkomentar hehe",judul one brand make up tutorial daily make up go to campus cerdas komentar hehe,netral,1,jelas ini judulnya one brand make up tutorial bukan daily make up go to campus lebih cerdas lagi untuk berkomentar hehe
林秀芬 anehhh😑,aneh,netral,1,anehhh
林秀芬 daily routine tasya farasya ada koq...yg buat ke campus... super per per simple deh...ga nyangka se simple ituh but tetep oke..cek cekidot...,daily routine tasya farasya koq campus super simple deh nyangka simple ituh but tetep oke cek cekidot,netral,1,daily routine tasya farasya ada koq yang buat ke campus super per per simple deh tidak nyangka se simple ituh but tetep oke cek cekidot
林秀芬 asal komen😑,komen,netral,1,asal komen
Sajidah Jihan,sajidah jih,netral,1,sajidah jihan
"yona luverina ya tetep aja gw merasa umur segitu walau one brand bisa ga usah tebel2. Kan masih muda 
Opini orang berbeda2 ,boleh donk...",yona luverina ya tetep umur segitu one brand tebel muda opini orang beda donk,positif,2,yona luverina ya tetep saja saya merasa umur segitu walau one brand bisa tidak usah tebel kan masih muda opini orang berbeda boleh donk
"Mahani Baraja ga ada, adanya di onlineshop",mahani baraja onlineshop,netral,1,mahani baraja tidak ada adanya di onlineshop
+Zettira Prasasti thankyou🙏,zettira prasasti thankyou,netral,1,zettira prasasti thankyou
"liat dpnnya uda ngakak,uda ga tau lg 😂😂 langsung cus ke ig @ars_fashion trs beli eyeshadow nya yg no 5 😫😫 karena ini urgent 😭",lihat dpnnya uda tertawa uda lg langsung cus ig beli eyeshadow nya no urgent,positif,2,lihat dpnnya uda tertawa uda tidak tahu lg langsung cus ke ig terus beli eyeshadow nya yang no karena ini urgent
makeup yg lainnya bagus tp kynya alas bedaknya keputihan,makeup bagus kynya alas bedak putih,negatif,0,makeup yang lainnya bagus tapi kynya alas bedaknya keputihan
racun bgtttt😍😍😍😍,racun banget,positif,2,racun bgtttt
Kak itu fondie nya yg keputihan apa lighting nya yg keterangan? Silau bgt soalnya 😅,kak fondie nya putih lighting nya terang silau banget,negatif,0,kak itu fondie nya yang keputihan apa lighting nya yang keterangan silau banget soalnya
coba cek di aliexpress yg official store nya Focallure. sumpah harganya bikin kalap dan free shippingbdr china kak,coba cek aliexpress official store nya focallure sumpah harga bikin kalap free shippingbdr china kak,netral,1,coba cek di aliexpress yang official store nya focallure sumpah harganya bikin kalap dan free shippingbdr china kak
Eyeshadow nyaaaa luv luv luvvvvvvv m,eyeshadow nya luv luv luv m,positif,2,eyeshadow nyaaaa luv luv luvvvvvvv m
Eyeshadow nya gila pigmented banget 😭,eyeshadow nya gila pigmented banget,netral,1,eyeshadow nya gila pigmented banget
tempat eyeshadow nya sangat MAC bgt ya...,eyeshadow nya mac banget ya,netral,1,tempat eyeshadow nya sangat mac banget ya
Gue nontonnya aja udah kesenengan sendiri 😭😂 #tasyaracun,nontonnya neng,positif,2,saya nontonnya saja sudah kesenengan sendiri
sumpah racuuuunnnnn bgt di awal bulan kaaaaaaaaaa:(,sumpah racun banget kak,netral,1,sumpah racuuuunnnnn banget di awal bulan kaaaaaaaaaa
"Mau di dandanin kaka dong☹️ btw ka, cari produck itu dimana yah?",dandanin kaka ngomong-ngomong kak cari produck mana yah,netral,1,mau di dandanin kaka dong ngomong-ngomong kak cari produck itu dimana yah
belinya dimana nenggeulis,beli mana nenggeulis,positif,2,belinya dimana nenggeulis
racun banget kak 😂..jd pengen beli...😍😍😍😍😍,racun banget kak beli,positif,2,racun banget kak jadi ingin beli
"HAHAHAHA lucu kauuuuuu jadi bener bener pengen buru buru beliiiiii, apa kabar isi dompet akuuuuuu? hiksaa",hahahaha lucu kau bener bener buru buru beli kabar isi dompet hiksaa,positif,2,hahahaha lucu kauuuuuu jadi bener bener ingin buru buru beliiiiii apa kabar isi dompet akuuuuuu hiksaa
"sis, beli produk nya dimana ...aq minat banget.. invite ig aq ya @chefa.liu",sis beli produk nya mana minat banget invite ig ya liu,positif,2,sis beli produk nya dimana aku minat banget invite ig aku ya liu
love it kak 😘,love it kak,positif,2,love it kak
Video ini sumpah buat aku galau dan aku beli semua produk satu muka dan harganya cuma 500rban 😱😱,video sumpah galau beli produk muka harga rban,positif,2,video ini sumpah buat aku galau dan aku beli semua produk satu muka dan harganya cuma rban
Kocak bgt sih kk haha 😘😘,kocak banget sih kak tertawa,netral,1,kocak banget sih kak tertawa
"""gimana menurut kalian mascaranya? bagus gak?"" seolah olah udah capek jelasin kalau bagus atau berusaha netral. terus kakak gak tahan ujung ujungnya bilang ""kalau menurut aku sih bagus"" hahahahahahaha saking bagusnya ya kak 😂😂😂",gimana mascaranya bagus olah capek jelasin bagus usaha netral kakak tahan ujung ujung bilang sih bagus hahahahahahaha saking bagus ya kak,positif,2,gimana menurut kalian mascaranya bagus tidak seolah olah sudah capek jelasin kalau bagus atau berusaha netral terus kakak tidak tahan ujung ujungnya bilang kalau menurut aku sih bagus hahahahahahaha saking bagusnya ya kak
langsung tertarik gt kak aku!!! haaah diracunin sm ka tasya hehehe,langsung tarik gt kak hah diracunin kak tasya tertawa,positif,2,langsung tertarik gt kak aku haaah diracunin sama kak tasya tertawa
lightingnya kyknya..soalnya d 3:00 an gitu coba liat itu wrn normal kyk tasya klo make up an sih mnrtku..hehehe,lightingnya kyknya d an coba lihat wrn normal kyk tasya make up an sih mnrtku tertawa,netral,1,lightingnya kyknya soalnya d an begitu coba lihat itu wrn normal kyk tasya kalau make up an sih mnrtku tertawa
"sori, 2:50 ke atas..hehehe..itu wrn lebih ""manusiawi""",sori tertawa wrn manusiawi,netral,1,sori ke atas tertawa itu wrn lebih manusiawi
cheese cake's itu kaya nya  laighting nya,cheese cake s kaya nya laighting nya,netral,1,cheese cake s itu kaya nya laighting nya
cheese cake's Jl,cheese cake s jl,netral,1,cheese cake s jl
cheese cake's kayaknya sih emang foundi nya yg keputihan 😂😂😂😂,cheese cake s kayak sih foundi nya putih,negatif,0,cheese cake s kayaknya sih memang foundi nya yang keputihan
kalo mau beli lewat aliexpress bisa nitip sama aku :D,beli aliexpress nitip d,positif,2,kalau mau beli lewat aliexpress bisa nitip sama aku d
Donna Zahra aliexpress itu ky belanja diaplikasi atau gimana yaa? hehe,donna zahra aliexpress ky belanja aplikasi gimana ya hehe,netral,1,donna zahra aliexpress itu ky belanja diaplikasi atau gimana ya hehe
Tiara Sri iyaa aplikasi marketplace. kyk lazada/ shopee,tiara sri iyaa aplikasi marketplace kyk lazada shopee,netral,1,tiara sri iyaa aplikasi marketplace kyk lazada shopee
pingin nitip beli kak,pingin nitip beli kak,positif,2,pingin nitip beli kak
Zuzu Syuhada caranya bagaimana ka,zuzu syuhada kak,netral,1,zuzu syuhada caranya bagaimana kak
Kalo d shope foundationnya hargnya cm 22 rb- 35 rb doang semuanya murah cm aku gabisa order karna wilayah tdk terjangkau kalo beli d indo harganya lumayan mahal2,d shope foundationnya hargnya cm rb rb doang murah cm gabisa order wilayah jangkau beli d indo harga lumayan mahal,negatif,0,kalau d shope foundationnya hargnya cm rb rb doang semuanya murah cm aku gabisa order karena wilayah tidak terjangkau kalau beli d indo harganya lumayan mahal
ada gitu zombie secantik kamu kak Tasya??😘😘😘😘😍😍😍,zombie cantik kak tasya,positif,2,ada begitu zombie secantik kamu kak tasya
kak.. aku subscriber kakak yg baru.. suka banget liat video2 kakak,kak subscriber kakak suka banget lihat video kakak,positif,2,kak aku subscriber kakak yang baru suka banget lihat video kakak
kak test ketahanannya juga dong^^,kak test tahan,netral,1,kak test ketahanannya juga dong
bikin battle liquid eyeliner dong,bikin battle liquid eyeliner,netral,1,bikin battle liquid eyeliner dong
pleaseeee bacotmu racun bgt kak tasya😵😵😵 kan jd pengen beli juga kan 😂😂😂,please bacot racun banget kak tasya beli,positif,2,pleaseeee bacotmu racun banget kak tasya kan jadi ingin beli juga kan
kakk lehernya belangg 😂😂 wkwk ngakak trs denger ocehan2nyaa,kakk leher belangg tertawa tertawa denger oceh nyaa,netral,1,kakk lehernya belangg tertawa tertawa terus denger ocehan nyaa
Kak tasya make up'a beli d'mna kira2 ada d'indonesia gak klo ada ak minat,kak tasya make up a beli d mna d indonesia ak minat,positif,2,kak tasya make up a beli d mna kira ada d indonesia tidak kalau ada ak minat
Kayak catrice murah tp oke juga ka,kayak catrice murah oke kak,positif,2,kayak catrice murah tapi oke juga kak
wajax keliatan capek bgt. sembab.,wajax liat capek banget sembab,netral,1,wajax keliatan capek banget sembab
Ka tasya beli produk itu dmn yaa..  Pleas jawab kaa..  Soalnya di tmpt aku jarang yg jual produk itu,kak tasya beli produk dmn ya pleas kak tmpt jarang jual produk,positif,2,kak tasya beli produk itu dmn ya pleas jawab kak soalnya di tmpt aku jarang yang jual produk itu
Antingnya beli dimanaaaa??? Salfok sm anting,anting beli mana salfok anting,positif,2,antingnya beli dimanaaaa salfok sama anting
apa cuma mata gue aja ya yang liat video ini keterangan? tdnya kupikir settingan laptopku yg keterangan layarna ternyata nggak. jd gabisa liat warna asli foundie dan concealernya :(,mata ya lihat video terang tdnya pikir settingan laptop terang layarna gabisa lihat warna asli foundie concealernya,netral,1,apa cuma mata saya saja ya yang lihat video ini keterangan tdnya kupikir settingan laptopku yang keterangan layarna ternyata tidak jadi gabisa lihat warna asli foundie dan concealernya
kak coba catrice kak,kak coba catrice kak,netral,1,kak coba catrice kak
Kak soflens nya apa?,kak soflens nya,netral,1,kak soflens nya apa
racun bgt gilaaaaakkkk 😂😂😂😂😥😥😥😥,racun banget gilak,positif,2,racun banget gilaaaaakkkk
NGAKAK BGT NONTON VIDEO NYA KAAA HAHAHAHA LUV!❤️❤️❤️💋,tertawa banget nonton video nya kak hahahaha luv,positif,2,tertawa banget nonton video nya kaaa hahahaha luv
"wahhh Tasya, aku langsung kepoin  lgsg beli hahahahgaga 😂😂😂😂",tasya langsung poin lgsg beli hahahahgaga,positif,2,wahhh tasya aku langsung kepoin lgsg beli hahahahgaga
ka buat daily vlog dong,kak daily vlog,netral,1,kak buat daily vlog dong
rainbow highligthernya gimn sya??????,rainbow highligthernya gimn sya,netral,1,rainbow highligthernya gimn sya
parah racunn!!😭😭🔥💯,parah racunn,positif,2,parah racunn
RACUN APA LAGI INI KAA😭😭,racun kak,positif,2,racun apa lagi ini kak
cantik bgtzzzz😍😍😍,cantik bgtz,positif,2,cantik bgtzzzz
nonton video ini ketawa mulu wkwkwkwk😂😂😂😂😂😂😂,nonton video ketawa mulu wkwkwkwk,netral,1,nonton video ini ketawa mulu wkwkwkwk
"kk maahh racuuunn disaat keuangan tidak memadaiii,  nunggu giveaway nya kk ajaaa hehehe btw muka cantik maa digmanain aja juga bagus dan aku ga berenti ketawa dengerin kk yg histeris wkwkkw",kak maahh racunn saat uang pada nunggu giveaway nya kak tertawa ngomong-ngomong muka cantik maa digmanain bagus renti ketawa dengerin kak histeris wkwkkw,positif,2,kak maahh racuuunn disaat keuangan tidak memadaiii nunggu giveaway nya kak ajaaa tertawa ngomong-ngomong muka cantik maa digmanain saja juga bagus dan aku tidak berenti ketawa dengerin kak yang histeris wkwkkw
beli dimana ka,beli mana kak,positif,2,beli dimana kak
makeup baguss😍 hnya sj menurut saya warna foundie nya masi keputihan yah.. apa karna powdernya yah yg putih ? overall bagusss kk👍🏻👍🏻,makeup baguss hnya sj warna foundie nya mas putih yah powdernya yah putih overall bagus kak,negatif,0,makeup baguss hnya sj menurut saya warna foundie nya masi keputihan yah apa karena powdernya yah yang putih overall bagusss kak
tapi kok kyknya agak keputihan ya sya mukanya,kyknya putih ya sya muka,negatif,0,tapi kok kyknya agak keputihan ya sya mukanya
"review yg bermanfaat bgt, langsung stalking yg jual focallure, haha",review manfaat banget langsung stalking jual focallure tertawa,netral,1,review yang bermanfaat banget langsung stalking yang jual focallure tertawa
"aku tuh gamau nge recommendasiin semua, tapi semuanya recommended. ini gimana sih maksudnya kak?:(((((",tuh gamau nge recommendasiin rekomendasi gimana sih maksud kak,positif,2,aku tuh gamau nge recommendasiin semua tapi semuanya rekomendasi ini gimana sih maksudnya kak
anyone knows is this product cruelty free?,anyone knows is this product cruelty free,netral,1,anyone knows is this product cruelty free
"Cantik bgt kk looknya kaya barbie, lngsung tertarik sama eyeshadow palletenya...",cantik banget kak looknya kaya barbie lngsung tarik eyeshadow palletenya,positif,2,cantik banget kak looknya kaya barbie lngsung tertarik sama eyeshadow palletenya
"Hm, tapi kok di website nya harganya diatas 100K yah? https://shopfocallure.com/collections/face",hm website nya harga atas k yah,netral,1,hm tapi kok di website nya harganya diatas k yah
like banget video ini.. thanks reviewnya..semua cewe pasti suka produk murah tapi ga murahan. aku slalu cari review yg kyak gini. love tasya deh,like banget video terima kasih reviewnya cewe suka produk murah murah slalu cari review kyak love tasya deh,positif,2,like banget video ini terima kasih reviewnya semua cewe pasti suka produk murah tapi tidak murahan aku slalu cari review yang kyak begini love tasya deh
"ya Lordddd. demi apa kakkk,, tadi nemu video ini trs penasaran sama harga yg semua produknya dibawah 100k. EEEEEEEEEEEE mulai dari nonton sampe abis gatau kenapa rasanya ikutan excited juga wkwkwkw dan berakhir pengen beli semuanyaaaaaaa. RACUN ABIS!",ya lord kak nemu video penasaran harga produk bawah k e nonton abis gatau ikut excited wkwkwkw beli racun abis,positif,2,ya lordddd demi apa kak tadi nemu video ini terus penasaran sama harga yang semua produknya dibawah k eeeeeeeeeeee mulai dari nonton sampai abis gatau kenapa rasanya ikutan excited juga wkwkwkw dan berakhir ingin beli semuanyaaaaaaa racun abis
sumpah racun bgt 😭😭😍😍😍😍,sumpah racun banget,positif,2,sumpah racun banget
ratcuuuuuun eiiim,ratcun eim,netral,1,ratcuuuuuun eiiim
kalo mau beli produknya dimana yah?,beli produk mana yah,positif,2,kalau mau beli produknya dimana yah
"eyeshadow itu bagus? gimana soal Qianyu? :v 
btw, kakak cantik :)",eyeshadow bagus gimana qianyu v ngomong-ngomong kakak cantik,positif,2,eyeshadow itu bagus gimana soal qianyu v ngomong-ngomong kakak cantik
Kak liquid eyelinernya dia matte apa glossy yakk?? Btw cakep banget semuanya pengen beli semuanya! Mana kakak meyakinkan bgt lagi :'),kak liquid eyelinernya matte glossy yakk ngomong-ngomong cakep banget beli kakak banget,positif,2,kak liquid eyelinernya dia matte apa glossy yakk ngomong-ngomong cakep banget semuanya ingin beli semuanya mana kakak meyakinkan banget lagi
"collab dong sama suhay, kalian cucok deh, mau sejam juga dipantengin 😍",collab suhay cucok deh jam dipantengin,netral,1,collab dong sama suhay kalian cucok deh mau sejam juga dipantengin
Ghina A powdernya,ghina a powdernya,netral,1,ghina a powdernya
fix ini menjawab semuaaaaaaaaaaa pertanyaan selama ini. onebrand yang murah dan semua bagus. fix makaaassiii banyak tasya 😘😘,onebrand murah bagus makassi tasya,positif,2,pasti ini menjawab semuaaaaaaaaaaa pertanyaan selama ini onebrand yang murah dan semua bagus pasti makaaassiii banyak tasya
"Sya blm perna d jwb sm skli dr video sblmnya sampe live ig , focalure lipcremnya lengket ga",sya perna d jwb skli video sblmnya live ig focalure lipcremnya lengket,netral,1,sya belum perna d jwb sama skli dari video sblmnya sampai live ig focalure lipcremnya lengket tidak
ga sbr nggu merah kuning hijau biru make up nya yg lain..,sbr nggu merah kuning hijau biru make up nya,netral,1,tidak sbr nggu merah kuning hijau biru make up nya yang lain
"ini make up brani bgt..salut, biasanya org cm netral, kdg bermacam2 video yg di upload jd kliatan sm aja..",make up brani banget salut orang cm netral kdg video upload kliatan,netral,1,ini make up brani banget salut biasanya orang cm netral kdg bermacam video yang di upload jadi kliatan sama saja
"foundation nya terlalu putih trs white cast bgt sya, tp eyeshadow nya suka deh",foundation nya putih white cast banget sya eyeshadow nya suka deh,positif,2,foundation nya terlalu putih terus white cast banget sya tapi eyeshadow nya suka deh
Lucu bgt ka taca pas bilang 'aduh gimana nih'😘😘😍 aku akan membeli eyeshadow nya ka taca ekwkw,lucu banget kak taca pas bilang aduh gimana beli eyeshadow nya kak taca ekwkw,positif,2,lucu banget kak taca pas bilang aduh gimana ini aku akan membeli eyeshadow nya kak taca ekwkw
sukaaaa :) :*,suka,positif,2,sukaaaa
Ka Tasyaaa😍😍😍,kak tasya,netral,1,kak tasyaaa
Racun banget wajib beli 😩😩❤️❤️❤️,racun banget wajib beli,positif,2,racun banget wajib beli
😍 selalu sukaaa,suka,positif,2,selalu sukaaa
sumpah yaaa racun kali ini video 😪😄,sumpah ya racun kali video,positif,2,sumpah yaaa racun kali ini video
"""ini produk apa sih?"" 
ka tasya bilang sendiri itu produk focallure haha :v",produk sih kak tasya bilang produk focallure tertawa v,netral,1,ini produk apa sih kak tasya bilang sendiri itu produk focallure tertawa v
cantiiik,cantik,netral,1,cantiiik
mauu ikutan giveaway nyaaa 😍😍😍,mauu ikut giveaway nya,netral,1,mauu ikutan giveaway nyaaa
Cantikan g pke make up😆😆😆,cantik g pakai make up,positif,2,cantikan g pakai make up
beli dmn kak,beli dmn kak,positif,2,beli dmn kak
Ngakak bangett ini tasya bacoott bermanfaat gitu wkwkw racunnn😂😂😂 setiap kali ngomong bacot lucu aja gitu sambil mukanya excited 😜,tertawa bangett tasya bacoott manfaat wkwkw racun kali ngomong bacot lucu muka excited,positif,2,tertawa bangett ini tasya bacoott bermanfaat begitu wkwkw racunnn setiap kali ngomong bacot lucu saja begitu sambil mukanya excited
LUCUK BANGETTTT hiburan malam minggu cussss praktekin ah lol,lucuk banget hibur malam minggu cus praktekin ah lol,netral,1,lucuk bangetttt hiburan malam minggu cussss praktekin ah lol
Kalo mau lebih lengkap lagi product product focalure adalah download aliexpress and search focalure itu lengkap selengkapnya ❤❤❤❤,lengkap product product focalure download aliexpress and search focalure lengkap lengkap,netral,1,kalau mau lebih lengkap lagi product product focalure adalah download aliexpress and search focalure itu lengkap selengkapnya
Jangan lupa mampir ke channel kami juga yaa ka. Semoga bermanfaat 😇 https://youtu.be/x1XtS0APl9g,lupa mampir channel ya kak moga manfaat,netral,1,jangan lupa mampir ke channel kami juga ya kak semoga bermanfaat
"paling seneng nnton videonya kk tasya,,, semangat banget,,, tak tunggu next videonya,,, cb skali2 tema arabic gt kk... hehe 😙😙",neng nnton video kak tasya semangat banget tunggu next video cb skali tema arabic gt kak hehe,positif,2,paling seneng nnton videonya kak tasya semangat banget tak tunggu next videonya cb skali tema arabic gt kak hehe
duhhh racuuuunnn beneraannn....beli dimana tasyaaaaaa....,duh racun beneraan beli mana tasya,positif,2,duhhh racuuuunnn beneraannn beli dimana tasyaaaaaa
fix ini vlog terlucu hahaha sepanjang video istilah2 lo bikin ngakak sih ca,vlog lucu tertawa video istilah lo bikin tertawa sih ca,netral,1,pasti ini vlog terlucu tertawa sepanjang video istilah lo bikin tertawa sih ca
"selalu suka sma video kamu tasy 😍😍 ini emang produk cina tasy, n buat temen2 yg mau beli bisa di ars_fashion en aku udh nemu tokonya di shopee yuhuuu jadi bisa free ongkir 😅😅 berharap suatu hari aku di make up in ma seorang tasya frassya, haha aamiin😄😄",suka sma video tasy produk cina tasy n temen beli ars fashion en nemu toko shopee yuhu free ongkir harap make up in ma tasya frassya tertawa aamiin,positif,2,selalu suka sma video kamu tasy ini memang produk cina tasy n buat temen yang mau beli bisa di ars fashion en aku sudah nemu tokonya di shopee yuhuuu jadi bisa free ongkir berharap suatu hari aku di make up in ma seorang tasya frassya tertawa aamiin
"ketahanan kosmetik,, gmn kak??",tahan kosmetik gmn kak,netral,1,ketahanan kosmetik gmn kak
tasya brand ini aman atau tidak ya kok aku cek di aliexpress harga produk focallure cuma sekitar 1 dollar ya 😂 pretty sure it is the same thing not the knock off. kalo warna namanya samaan malah kayak produk OEM alias rebrand aja,tasya brand aman ya cek aliexpress harga produk focallure dollar ya pretty sure it is the same thing not the knock off warna nama sama kayak produk oem alias rebrand,netral,1,tasya brand ini aman atau tidak ya kok aku cek di aliexpress harga produk focallure cuma sekitar dollar ya pretty sure it is the same thing not the knock off kalau warna namanya samaan malah kayak produk oem alias rebrand saja
ia bagus affordable bangedd. nyari nya dimana?????? di guardian ada kah,bagus affordable bangedd nyari nya mana guardian kah,positif,2,ia bagus affordable bangedd nyari nya dimana di guardian ada kah
belinya di mana kak,beli kak,positif,2,belinya di mana kak
"kak tasyaa meracuni orang"" wkwk,liat comment di foto eyeshadow @ars_fashion banyak bangett wkwk😂",kak tasyaa racun orang tertawa lihat comment foto eyeshadow bangett tertawa,positif,2,kak tasyaa meracuni orang tertawa lihat comment di foto eyeshadow banyak bangett tertawa
pengen beli semua,beli,positif,2,ingin beli semua
ini keputihan apa lighting?,putih lighting,negatif,0,ini keputihan apa lighting
"aku gak tau lagi mau ngomong apa, selalu syukaaa sama videonya semuaaaanyaaaaaaaa 😍😍😍",ngomong syuka video,netral,1,aku tidak tahu lagi mau ngomong apa selalu syukaaa sama videonya semuaaaanyaaaaaaaa
sepanjang video aku senyum2 sambil ngeleng kepala ngeliat kami yg super excited dan kaya gakehabisan bahan buat ngomong. saluuuut tas racun mematikan ini sih  😢,video senyum ngeleng kepala super excited kaya gakehabisan bahan ngomong salut tas racun mati sih,positif,2,sepanjang video aku senyum sambil ngeleng kepala melihat kami yang super excited dan kaya gakehabisan bahan buat ngomong saluuuut tas racun mematikan ini sih
blush on yg kamu pake rada2 orange ya tas? *atau yg bisa bantu jawab. lg cari blush on orange gitu. bagus ih produknya murah pulak,blush on pakai rada orange ya tas bantu lg cari blush on orange bagus ih produk murah pulak,positif,2,blush on yang kamu pakai rada orange ya tas atau yang bisa bantu jawab lg cari blush on orange begitu bagus ih produknya murah pulak
sama kaya essence yaa murah banget dan lumayan ok product nya 😊,kaya essence ya murah banget lumayan ok product nya,positif,2,sama kaya essence ya murah banget dan lumayan ok product nya
AAAAKKK MAU IKUTAN GIVEAWAYNYAAA 💘💘💘😗😗,ak ikut giveawaynya,netral,1,aaaakkk mau ikutan giveawaynyaaa
"suka bngttt sma makeup look nya ka tasya.. ka tasya bikin aku ngilerrr pengen punya makeup dr focallure...❤❤❤ ahahahha suksess trus ka tasya,,keep humble... love love deh",suka banget sma makeup look nya kak tasya kak tasya bikin ngiler makeup focallure ahahahha suksess kak tasya keep humble love love deh,positif,2,suka bngttt sma makeup look nya kak tasya kak tasya bikin aku ngilerrr ingin punya makeup dari focallure ahahahha suksess terus kak tasya keep humble love love deh
sampe pingin punya pabriknya lgsg ngakak hahaha,pingin pabrik lgsg tertawa tertawa,netral,1,sampai pingin punya pabriknya lgsg tertawa tertawa
jadi nggak sabar paket foccalure q dateng 😚😊 makasihhh review ny kakak ...,sabar paket foccalure q dateng terima kasih review ny kakak,netral,1,jadi tidak sabar paket foccalure q dateng makasihhh review ny kakak
meng bgs kok,meng bgs,netral,1,meng bgs kok
dea adams maaf nanya oem itu gak aman ya?,dea adams maaf nanya oem aman ya,netral,1,dea adams maaf nanya oem itu tidak aman ya
ini ga disponsor kan?,sponsor,netral,1,ini tidak disponsor kan
sumpaaah thats so cool.. ga nyangka harganya murah bnget tp kualitas ok.. thanks yaa vidnya.. good luck.. :),sumpah thats so cool nyangka harga murah bnget kualitas ok terima kasih ya vidnya good luck,positif,2,sumpaaah thats so cool tidak nyangka harganya murah bnget tapi kualitas ok terima kasih ya vidnya good luck
"astaga putih bet,itu leher kurang rta",astaga putih bet leher rta,netral,1,astaga putih bet itu leher kurang rta
kak ini eyeshadownya aman ga? pengen beliiiii:(,kak eyeshadownya aman beli,positif,2,kak ini eyeshadownya aman tidak ingin beliiiii
Ada make up yg buat nahan tua gk non?,make up nahan tua non,netral,1,ada make up yang buat nahan tua tidak non
BAGUS BANGEETTTTT IIHH💟💟💟💟💟,bagus bangeet iihh,positif,2,bagus bangeettttt iihh
Racun baruuuuu😄😄😄😄 blm slesai videonya langsung otw ig nya..,racun slesai video langsung jalan ig nya,positif,2,racun baruuuuu belum slesai videonya langsung dalam perjalanan ig nya
dan aku langsung buka ig ars_fashion 😌 kompor banget kak ca ini 😂,langsung buka ig ars fashion kompor banget kak ca,netral,1,dan aku langsung buka ig ars fashion kompor banget kak ca ini
"One brand makeup tutorial dong tasya, produk catrice yaa",one brand makeup tutorial tasya produk catrice ya,netral,1,one brand makeup tutorial dong tasya produk catrice ya
