comment_raw,comment_preprocessing,label_sentimen,label
ka focallur ada kw nya apa gak ya,kak focallur kw nya ya,netral,1
She’s so pretty but i cannot understand what does she say:(,she s so pretty but i cannot understand what does she say,netral,1
2020 ada yang masih nonton kah 😂😂,nonton kah,netral,1
Kalo mau lebih lengkap lagi product product focalure adalah download aliexpress and search focalure itu lengkap selengkapnya ❤❤❤❤,lengkap product product focalure download aliexpress and search focalure lengkap lengkap,netral,1
2022 wkwkwk,tertawa,netral,1
"Vdeo lama yah ..tp br viral skrg focalure...kirain abal"" tauy baguuus😛",vdeo yah br viral skrg focalure kirain abal tauy bagus,netral,1
No make up aja udah cantik bangeet 😍,no make up cantik bangeet,positif,2
Ka tasya beli produk itu dmn yaa..  Pleas jawab kaa..  Soalnya di tmpt aku jarang yg jual produk itu,kak tasya beli produk dmn ya pleas kak tmpt jarang jual produk,positif,2
ka bikin konten ngeprank ka ahmad dong,kak bikin konten ngeprank kak ahmad,netral,1
aku suka  makeup nya cantik  karna kamu udah cantik,suka makeup nya cantik cantik,positif,2
Kak tasya rievew produknya jeju vulcanic dong kaa,kak tasya rievew produk jeju vulcanic kak,netral,1
"akuu, mau tanya dong kak kok aku beli lipstik nya bau gk enak gitu, knpa yah? eyeshadow pencil nya jg klo dipake mata agak panas?? bantu jawab dong pls",akuu kak beli lipstik nya bau enak knpa yah eyeshadow pencil nya dipake mata panas bantu tolong,positif,2
gabrielle indarsen pake eyeshadow atau brow powder aja sis klo udh tebel,gabrielle indarsen pakai eyeshadow brow powder sis tebel,netral,1
03 juli 2019 gw baru nonton 😂,juli nonton,netral,1
Bru nonton hehe,bru nonton hehe,netral,1
contor nya gimana ka? bagus dan reccomended ga?,contor nya gimana kak bagus reccomended,positif,2
asal mana kak?,kak,netral,1
"Focallure emg cakep kaaa,kusukaaa😍😍",focallure emg cakep kak suka,positif,2
BAGUS BANGET GILAAAA MURAH PULA,bagus banget gila murah,positif,2
"Haloo buat yg mau beli focallure via AliExpress tapi susah bayarnya, bisa chat aku yaa via dm IG: evanuzlaf 🙏🏻🙏🏻",haloo beli focallure via aliexpress susah bayar chat ya via dm ig evanuzlaf,positif,2
Ga mungkin dijual di china sih kalo No animal tested.,jual china sih no animal tested,netral,1
9:30 adalah detik detik....,detik detik,netral,1
Cantik bngt kk tasya❤❤,cantik banget kak tasya,positif,2
setuju bangeeett,tuju bangett,netral,1
"asli suka bgt sama cewek2 arab ini....ya suhay ..ya tasya.... ha ha
.. bikin collab kek...",asli suka banget cewek arab ya suhay ya tasya ha ha bikin collab kek,positif,2
Ada yang nonton ini abis coblosan nggak ? wkwkkk😂,nonton abis coblos tertawa,netral,1
"nada zahra Hai kak,  kita lagi ada promo nih dari @focallure_indonesia_ berhubung toko kami baru buka,  semua harga eyeshadow jadi 100k aja nih,  dijamin murah murah dan berkualitas,  dan ordernya bisa lewat shopee juga loh :) klik saja shopee.co.id/gchoirunnisa , cek ig nya yaa",nada zahra hai kak promo hubung toko buka harga eyeshadow k jamin murah murah kualitas order shopee loh klik shopee co id gchoirunnisa cek ig nya ya,positif,2
belinya di manaaaa,beli,positif,2
kak beli dimana??,kak beli mana,positif,2
utari rosmadewi saking exited nya itu tasya haha,utari rosmadewi saking exited nya tasya tertawa,netral,1
"gk bisa ngomong apa"" lagi sumpah kyk kehipnotis ajaa gw wkwkwkwkk pngen beliii😂😂😂😂",ngomong sumpah kyk hipnotis ajaa wkwkwkwkk pngen beli,positif,2
SETUJU,tuju,netral,1
Always beautiful and i looove ur personality! tp ini entah lighting nya atau bedaknya yaa jd keliatan cakey dan keterangan.. but omg ur gorgeous😍😍🙌🏼🙌🏼,always beautiful and i love ur personality lighting nya bedak ya liat cakey terang but ya ampun ur gorgeous,netral,1
Dan akhirnya CEO Focallure langsung kaya raya sekejap setelah video ini diupload 😂😂,ceo focallure langsung kaya raya kejap video diupload,netral,1
Alhamdulillah aq udh punya make up focallure 1 set.. Emng bagus bgt tau ka @tasya farasya,alhamdulillah make up focallure set emng bagus banget kak farasya,positif,2
kak mascaranya lebih bagus ini apa maybeline yg baru?,kak mascaranya bagus maybeline,positif,2
Gemes banget ama tasya and produknya 🤣🤣🤣🤣,gemes banget ama tasya and produk,netral,1
lucu banget siihhhh hahahahah ngomong diulang2 gemassshhhhh,lucu banget siih hahahahah ngomong ulang gemash,netral,1
"makasih ya kak tasya,langsung order barusan karna gakuattttt😭😭😭",terima kasih ya kak tasya langsung order barusan gakuat,netral,1
Udah beli 😃,beli,positif,2
"Apa cuma gue yang ngerasa harga focallure naik tajam rata"" diatas 100k",harga focallure tajam atas k,netral,1
Beauty blender tasyaa brapa hrga nyaa yaaaa,beauty blender tasyaa brapa hrga nyaa ya,netral,1
Ka tp kalo asli dr china nya murah banget ya 😅,kak asli china nya murah banget ya,positif,2
kak coba catrice kak,kak coba catrice kak,netral,1
UNTUK YANG MAU BELI PRODUK FOCALLURE DENGAN HARGA LEBIH MURAH BISA CEK DI INSTAGRAM @WELLPANDAA,beli produk focallure harga murah cek instagram,positif,2
Keputihan,putih,negatif,0
Kakk saran dong makeupnya emina one brand tutorial.,kakk saran makeupnya emina one brand tutorial,netral,1
Tasya tolong rekomendasi kan bulu mata lokal yang bagus untuk full make up,tasya tolong rekomendasi bulu mata lokal bagus full make up,positif,2
Tahan g seharian tas,tahan g hari tas,netral,1
Tapi seriuss foccalure keren bgt👍👍 sampek2 seserahanku fullset foccalure sebagus itu donkk❤️❤️,seriuss foccalure keren banget sampek serah fullset foccalure bagus donkk,positif,2
"mba ..tapi di aliexpress pengiriman cukup lama ,,,",mba aliexpress kirim,netral,1
Sy suka banget sama matanya 😍😍,suka banget mata,positif,2
Menor bgt,menor banget,negatif,0
 @teduhbanyubening5556  oh gitu ya sist berarti ori aja ya punya gue..thanks info,oh ya sist ori ya terima kasih info,netral,1
sorry focallur,sorry focallur,netral,1
LUCUK BANGETTTT hiburan malam minggu cussss praktekin ah lol,lucuk banget hibur malam minggu cus praktekin ah lol,netral,1
Liat baru Mei 2019,lihat mei,netral,1
baru mau tanyaa dah ada jawabannya disiniii mau coba belii ah smogaa dapat yg aslii dan cocok dikulit.. thx tasyaa,tanyaa dah jawab coba beli ah smogaa asli cocok kulit terima kasih tasyaa,positif,2
Paan sih lo.,paan sih lo,negatif,0
demi apa nonton gini tengah malam malah mau ngakak campur terharu liat produk sebagus itu dgn harga semurah itu 😭😭😭 thx kak tasya udh bikin aku baper make up lagi 💔,nonton malam tertawa campur haru lihat produk bagus harga murah terima kasih kak tasya bikin baper make up,positif,2
"liat dpnnya uda ngakak,uda ga tau lg 😂😂 langsung cus ke ig @ars_fashion trs beli eyeshadow nya yg no 5 😫😫 karena ini urgent 😭",lihat dpnnya uda tertawa uda lg langsung cus ig beli eyeshadow nya no urgent,positif,2
"saat kita beli make up pastikan kita beli make up sama jenis kulit kita,dan yg terpenting pembersihan muka setelah make up hrs bener..ga cm cuci muka aja..jd jgn slahin make up nya aj tp dr sisi kebersihan kita saat sebelum make up dan sesudah make up..

ini TS nya ga nongol lg,apa cm mw cri perhatian biar dpt komen banyak 😜",beli make up pasti beli make up jenis kulit penting bersih muka make up hrs bener cm cuci muka jgn slahin make up nya aj sisi bersih make up make up ts nya nongol lg cm mw cri perhati biar dpt komen,positif,2
"Aaaa telat bangett nontonnya karna ujian🤧🤧 ka tasyaa youre alwaysss stunningg❤❤ buat makeup yang heavy kekgini terus yaa kalo lagi nge review😂 biar bagusnya tu ""tegas"" gitu ga cuma nempel doang semoga tauu maksudku wkwk😂😂",a telat bangett nontonnya uji kak tasyaa youre always stunningg makeup heavy kekgini ya nge review biar bagus tu nempel doang moga maksud tertawa,positif,2
Liat 2021 belaik 👁️👄👁️👂,lihat baik,netral,1
Gk percaya beneran jg tasya ampe marah banyak yg nggak percaya,percaya beneran tasya ampe marah percaya,netral,1
Aku juga baru ada beberapa emang bagus dia,bagus,positif,2
Kak kira2 ini tahan gak buat wisuda???,kak tahan wisuda,netral,1
Dan teman teman buat yang mau ikutan PO silahkan Ke https://shopee.co.id/raqiqahhumaimah ori import china all under 100k,teman teman ikut po silah ori import china all under k,netral,1
Bukannya udah ya,ya,netral,1
ka Tasya.... hasilnya tahan lama gak??,kak tasya hasil tahan,netral,1
"Tasya,, kalo utk foundation yg full coverage,  tahan lama,  ringan jg dimuka tapi harga terjangkau apa ya?",tasya foundation full coverage tahan ringan muka harga jangkau ya,netral,1
"OMG pertama liat Ka Tasya like... biasa aja cause ka Tasya cuman bikin video yang literally biasa,gak ngedit sana ngedit sini. bener bener simple. and finally stalk dalam waktu 3-4 jam ALL ABOUT HER and.... i think i fell in love with her. bahkan sampe speechless, dari yg nyoba2 makeup sampe bisa dibilang aku jadi a lil Pro sekarang HOAHAHA sumpah jatuh cinta ama Ka Tasya .Jadi HUGE FANSSD OMG. Wish 2017 -> BISA KETEMU LANGSUNG KALO BISA NGOBROL karena super kepo Ka Tasya mukanya judesss but....She looks funny and humble YAZ😍 kalo udah diliat dia ada di home youtube paling atas, TIDUR KEK, ADA APA KEK,SEMUA AKU SKIP YANG PENTING NONTON DULUUUUU VIDEONYA BARU DEH 😚🔥😘 ILU so much KAAAKK BIG SMOOCH😘😘😘",ya ampun lihat kak tasya like cause kak tasya cuman bikin video literally ngedit ngedit bener bener simple and finally stalk jam all about her and i think i fell in love with her speechless nyoba makeup bilang a lil pro hoahaha sumpah jatuh cinta ama kak tasya huge fanssd ya ampun wish ketemu langsung ngobrol super kepo kak tasya muka judes but she looks funny and humble yaz liat home youtube tidur kek kek skip nonton video deh ilu so much kakk big smooch,positif,2
" @endahsriningsih4304  halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu,netral,1
kak kok kakak kayak orang bule hihihihi????????,kak kakak kayak orang bule hihihihi,netral,1
orang ke dua terheboh dan terfav buat aku selain kak suhay...,orang heboh terfav kak suhay,netral,1
"Ka kira"" kalo untuk rias pengantin prodak fullcolor ketahanannya bagus gak ya ka?",kak rias pengantin prodak fullcolor tahan bagus ya kak,positif,2
racun racun bertebaraaaann 😍😘 cantikkk bgt,racun racun bertebarann cantik banget,positif,2
Aku malah 23 oktoberrr🤣,oktober,netral,1
Itu lipstiknya no brp kak,lipstik no brp kak,netral,1
Sengaja balik kesini karena kangen. Ini video tasya yang pertama kali aku tonton karena dulu penasaran sama produk ini. Trus kalo gak salah aku pernah tonton video tasya yang cerita ttg tasya kecil yang terobsesi dengan kulit tan sampe berjemur di loteng. Gak kerasa ternyata saya udah setua sekarang ini🫪🫪🫪 sementara tasya semakin cantik luar biasa🔥🔥🔥,sengaja kesini kangen video tasya kali tonton penasaran produk salah tonton video tasya cerita ttg tasya obsesi kulit tan jemur loteng rasa tua tasya cantik,positif,2
Cindy Kims iya q jg bli di shopee sepaket hargax 132.500 udh dpt 7 item,cindy kims iya q bli shopee paket hargax dpt item,netral,1
"Yang mau beli focallure dijamin ori dan harganya termurah (dijamin) bisa langsung cek ig aku kak yaa : @jastipfocallure_id @jastipfocallure_id
Wa: 082298243331
Line: ridhaanzani",beli focallure jamin ori harga murah jamin langsung cek ig kak ya wa line ridhaanzani,positif,2
aku jual foundationnya focallure cuma 50rb wkwk,jual foundationnya focallure rb tertawa,netral,1
Hidungnya ganahan,hidung ganahan,netral,1
"foundation nya menurut w gg mix and match sama skin tone lu, jd keputihan. tp wrna eye shadow lu cakep",foundation nya w gg mix and match skin tone lu putih wrna eye shadow lu cakep,negatif,0
 @fasyaputri5215  knp?,knp,netral,1
"gw suka banget denger ka tasya ngomong , ceplas ceplos tapi gak dibuat buat dan gak lebayy,moodboster i love this one so much❤️",suka banget denger kak tasya ngomong ceplas ceplos lebayy moodboster i love this one so much,positif,2
Beli di shopee aja di hotwind.id dikirim lgsg dri cina ... smoga bermanfaat,beli shopee hotwind id kirim lgsg dri cina smoga manfaat,positif,2
"kak, bisa engga pose kayak gitu engga di thumbnailnya? hehe krn aku jujur aja sebagai org yang keturunan cina yg tinggal di indonesia merasa tersindir. karena jujur aja pose itu rasis",kak engga pose kayak engga thumbnailnya hehe jujur orang turun cina tinggal indonesia sindir jujur pose ras,netral,1
aq jadi ngiler banget liat focallure 😍😍😍😍,ngiler banget lihat focallure,netral,1
Uda 2 juta aja ... sukses sllu,uda juta sukses sllu,netral,1
produk dasar make up itu pada dasarnya sama.....seperti minyak   goreng...di buat oleh satu bahan...yaitu kelapa sawit atau kelapa biasa....kemudian di distribusikan ke pabrik...bimoli...pabrik fortune...forvita.... begitu juga bahan baku make up...dari bahan yang sama...kemudian di merk...in ..viva...mustika ratu...sariayu....masing masing merek menambahkan...resep rahasia mereka...di tambah parfum..olive oil...vitamin.....tapi bahan baku nya sama...,produk dasar make up dasar minyak goreng bahan kelapa sawit kelapa distribusi pabrik bimoli pabrik fortune forvita bahan baku make up bahan merk in viva mustika ratu sariayu merek resep rahasia parfum olive oil vitamin bahan baku nya,netral,1
Cantik banget hasil ahirnya sumpah,cantik banget hasil ahirnya sumpah,positif,2
kereeennn gillaaaa eyeshadownya.. thanks for inspiration kak tasya,keren gilla eyeshadownya terima kasih for inspiration kak tasya,netral,1
Wew,wew,netral,1
Donna Zahra aliexpress itu ky belanja diaplikasi atau gimana yaa? hehe,donna zahra aliexpress ky belanja aplikasi gimana ya hehe,netral,1
Fitriani Nur Ibrahim cek shopee,fitriani nur ibrahim cek shopee,netral,1
seneng bgt liat video Ini... Saya juga udah coba smua produknya Dan real bgt hasilnya.. Saya stock productsnya Dan harganya dari yg disebutkan disini saya jual dgn 25% off for all items... review nya bagus2 banget...,neng banget lihat video coba smua produk real banget hasil stock productsnya harga jual off for all items review nya bagus banget,positif,2
sumpah si kaka mah..bikin ngiler rau,sumpah si kaka mah bikin ngiler rau,netral,1
"gea ananda oriflame sm Kaya bodyshop, biasa aja tapi over price",gea ananda oriflame kaya bodyshop over price,netral,1
parahhh racun bgt nih video hahaha..,parah racun banget video tertawa,positif,2
Highliter powder nya juga bgus kokk,highliter powder nya bgus kokk,netral,1
"racun sekali jadi pengen punya semua 😂
 di tunggu give away nya 😁😁",racun tunggu give away nya,positif,2
Di shopee murah masaa:(,shopee murah masaa,positif,2
James Charles meme happen to you tashh just realize😂,james charles meme happen to you tashh just realize,netral,1
sampe pingin punya pabriknya lgsg ngakak hahaha,pingin pabrik lgsg tertawa tertawa,netral,1
gabosen bosen kak liatnyaaa :'),gabosen bosen kak liat,netral,1
kayakny Focallure HARUS WAJIB BANGET... bikin kak Tasya Jd BA nya....sukses bikin aku teriak malem2 pengen keburu pagi terus belii ini itu...racunmu sukses,kayakny focallure wajib banget bikin kak tasya ba nya sukses bikin teriak malem keburu pagi beli racun sukses,positif,2
Selaluuuuuuuu bersemangatttt ka ih seneng😂♥️♥️♥️♥️♥️♥️♥️♥️,semangat kak ih neng,positif,2
"@iqbal indradinata di Shopee Banyak yg jual😁😁 aku 500rb dapet bedak padat, loose powder, lipcream 2, concealer 2, foundie 2, pensil alis, blush on 2, eyeshadow,primer,set brush sama beauty blender 😆😆😆",indradinata shopee jual rb bedak padat loose powder lipcream concealer foundie pensil alis blush on eyeshadow primer set brush beauty blender,netral,1
 @rachelanggitaa  beli di @monaebeauty_care aja kak,beli kak,positif,2
Besok hunting 😁,besok hunting,netral,1
What language is this..,what language is this,netral,1
ia perasaan aq mah beda gaya makeup ka tasya sama ka suhay 😅 tapi w sama2 suka dua2nya,asa mah beda gaya makeup kak tasya kak suhay w suka nya,positif,2
Sebarkan kabar baik 😭😭😭😭,sebar kabar,netral,1
Utk kulit berminyak cocok ga sihh yaaa?aku cari foundation manapun gaada yg cocookk😭,kulit minyak cocok sihh ya cari foundation mana gaada cocookk,netral,1
aku liat bulan september 2019 🇮🇩,lihat september,netral,1
"15:37 mau bilang bagus banget, tapi udh sadar kalo udh bilang ""bagus bgt"" like 999999999x :((( 😭😂😂😂",bilang bagus banget sadar bilang bagus banget like x,positif,2
sis belinya dimana esydownya?,sis beli mana esydownya,positif,2
GIVE AWAY LIPSTIC MATTE FOCALLURE CHECK INSTGRAM @GCS_COSMETICS,give away lipstic matte focallure check instgram,netral,1
Notif video tasya adalah yang paling ditunggu2 setiap saatnya😌 kaya lagunya awkarin sih videonya candu banget wkakaka kenapa jd awkarin😭,notif video tasya tunggu kaya lagu awkarin sih video candu banget wkakaka awkarin,netral,1
"Kalau yang banyak bacot secantik ini mah 1jam juga aku jabanin, gilaaa makeupnya keren banget dan racunnya kuat banget 😂😂😍",bacot cantik mah jam jabanin gila makeupnya keren banget racun kuat banget,positif,2
Ka sumpah keren bangetttttt...,kak sumpah keren banget,positif,2
racun bnget y kak tasya.. tp jgn cpet cpet kak ngmngny..😂😂😂.. q berasa pngen ngasih minum.. tkut haus..😚😚😘😂,racun bnget y kak tasya jgn cpet cpet kak ngmngny q asa pngen ngasih minum tkut haus,positif,2
"Inget bgt pas nikah mua nya pake focalure,dan reflek gw nanya, wah pake focalure pasti bkl bagus bgt ,dan dia bilang gara2 tasya farasya paletnya jadi mahal bgt,padahal dlm hati gw bilang ""sorry mb gw teamnya tasya ""😡",inget banget pas nikah mua nya pakai focalure reflek nanya pakai focalure bkl bagus banget bilang gara tasya farasya palet mahal banget dlm hati bilang sorry mb teamnya tasya,positif,2
kak videonya jangan keterangan gt hehe. jd ga enak ngeliatnya. saran aja hihi,kak video terang gt hehe enak ngeliatnya saran hihi,netral,1
thanks banget Tasyaaaa!!! :*,terima kasih banget tasya,netral,1
"Demi langit dan bumi, gue yg nonton aja bilang wow~ wow~ teruuus.. Tarik napas tiap liat eyeshadownya.. baru tau nama brandnya. Pengen... 😢😢😢😢😢",langit bumi nonton bilang wow wow tarik napas lihat eyeshadownya nama brandnya,netral,1
focallure emang murah + bagus aku nyobanya pertama beli di ARS_fashion krn kita 1 kota..,focallure murah bagus nyobanya beli ars fashion kota,positif,2
"Ka tasya request dong perbedaan focallure ori vs kw,,, soalnya aku bingung :'( kalo mau beli yg ori lbh baik beli d mna ya ka?",kak tasya request beda focallure ori vs kw bingung beli ori lbh beli d mna ya kak,positif,2
What is this languagee??? <3,what is this languagee,netral,1
ka buat daily vlog dong,kak daily vlog,netral,1
tasya farasya  KOCAAKK PEMBAWAANNYAA lucuu ❤️ sukses kaa,tasya farasya kocaakk pembawaannyaa lucuu sukses kak,netral,1
aku yg lihat di 2020 quarantine : 👁👄👁,lihat quarantine,netral,1
Aku kalo kecapean dan kurang tidur malah tambah hiper 😂,cape tidur hiper,netral,1
"Memong, aku nonton di 2024😅",mong nonton,netral,1
"wahhh Tasya, aku langsung kepoin  lgsg beli hahahahgaga 😂😂😂😂",tasya langsung poin lgsg beli hahahahgaga,positif,2
Ka tasya eyebrown nya enakan yg matic apa gel?,kak tasya eyebrown nya enak matic gel,netral,1
Terus karena lo bacot bgt di video ini gue jadi mau punya semuanya dooong 😂,lo bacot banget video,netral,1
cantik,cantik,positif,2
arrgh racun bgttt jadi pgn lsg beli semua produknya😍😍😂,arrgh racun banget lsg beli produk,positif,2
Ka Tasyaaa😍😍😍,kak tasya,netral,1
Ter-menor dari semua video youtubenya tasya. Sorry to say but it's true.,ter menor video youtubenya tasya sorry to say but it s true,negatif,0
thnx,thnx,netral,1
Aku baru liat,lihat,netral,1
Ku menyesal baru melihat video ini :( knp g dari dulu gt,ku sesal video knp g gt,netral,1
how long focallure foundation stay perfectly in hot summer day.?,how long focallure foundation stay perfectly in hot summer day,netral,1
this's the best video everrrr!!!!,this s the best video ever,netral,1
Setuju,tuju,netral,1
2021 guys?😂😂😂,guys,netral,1
Nadira Adiswari aaah iya setujuuuu,nadira adiswari ah iya tuju,netral,1
untung mbaknya cantik.kalau tidak serem mungkin he he he,untung mbak cantik rem he he he,positif,2
Racun banget. Kenapa baru kenal kakak sekarang sekarang 😓😓😓😭😝 nyesel,racun banget kenal kakak nyesel,positif,2
"kk maahh racuuunn disaat keuangan tidak memadaiii,  nunggu giveaway nya kk ajaaa hehehe btw muka cantik maa digmanain aja juga bagus dan aku ga berenti ketawa dengerin kk yg histeris wkwkkw",kak maahh racunn saat uang pada nunggu giveaway nya kak tertawa ngomong-ngomong muka cantik maa digmanain bagus renti ketawa dengerin kak histeris wkwkkw,positif,2
"Ko terang bgt sih kak 
Jadinya terlalu putih mukanya",ko terang banget sih kak putih muka,netral,1
Adakah yang jual tepung di sini,ada jual tepung,netral,1
tes ketahanan nya sya...,tes tahan nya sya,netral,1
Pektay,pektay,netral,1
"asli asli hargax murah bgt Tasya....
q liat IG ars_fashion Ampe melongo2 Krn saking murahx...
harus beli bgt nih....
makasi Tasya infox.....",asli asli hargax murah banget tasya q lihat ig ars fashion ampe longo saking murahx beli banget makas tasya infox,positif,2
"2017 : Nah
2018 : Nah
2019 : lets put this shit on",lets put this shit on,netral,1
"Karena nonton Tasya aku jadi otw beli Focallure, dan jadi suka banget sama Focallure.",nonton tasya jalan beli focallure suka banget focallure,positif,2
sumpah jd pen beli semuaaanyaaaaa hhwwwaaaa😂😂,sumpah pen beli hh,positif,2
"kak tasyaa heboh nya bikin ngakak,  seru ihh nnton nya gak bosen wkwk",kak tasyaa heboh nya bikin tertawa seru ihh nnton nya bosen tertawa,netral,1
Mau produkNya apa sj dan Harganya berpa sj .. Kallau kulinya cocok dan dasarnya cantik aman sj sih. 😊 sukses bwt Kk Tasya yg cantiknya alami,produk sj harga berpa sj kallau kuli cocok dasar cantik aman sj sih sukses bwt kak tasya cantik alami,positif,2
Exaited bgt sumpah wkwk,exaited banget sumpah tertawa,netral,1
kirain aku doang yg ngrasa focallure bgus...emang kudu nangis saking bagusnya tu produk,kirain doang ngrasa focallure bgus kudu nang saking bagus tu produk,positif,2
tasya farasya,tasya farasya,netral,1
Gua baru beli hari ini produk focallur,gua beli produk focallur,positif,2
kok muka kamu kaya bulek ya..aku ngefan skali ama kamu😙😙😙,muka kaya bulek ya ngefan skali ama,netral,1
Harga makeup foccalure lengkap cuma habis 400ribuan kak.. aku baru aja beli😂,harga makeup foccalure lengkap habis ribu kak beli,positif,2
lehernya ngapaing nggak di foundation,leher ngapaing foundation,netral,1
http://bit.ly/2RXgTe2 use this link to get discount from Focallure.com,use this link to get discount from focallure com,netral,1
Ada yang liat ulang 2021 gaa? Ato baru liat?,lihat ulang gaa ato lihat,netral,1
"Teramat sangat racun pake banget2 sampai2 di online shop gw selalu nyari produc2 focallure terus menerus di karenakan gw melihat Barbie farasya pake produc focallure.... Dan gw teracuni, dan gw kefikiran terus menerus saat gw blm beli, dan skrng ahirnya gw beli juga lroduc focallurenya ,  kalaupun barangy blm sampe hahaha",amat racun pakai banget online shop nyari produc focallure terus karena barbie farasya pakai produc focallure racun kefikiran terus beli skrng ahirnya beli lroduc focallurenya barangy tertawa,positif,2
yg nonton thn 2021?,nonton thn,netral,1
"Focallure skrng udh dijual di c&f botani square,  bogor",focallure skrng jual c f botani square bogor,netral,1
Mukaknya putih nget,mukaknya putih nget,netral,1
Katanya poweder nya anti air,poweder nya anti air,netral,1
beli dimana?,beli mana,positif,2
"Ka tasya aq pake fondation focalur tp bedak tabur marck sm bedak padat wardah... tp klo keringetan kp retak2 yah? Jadi kaya nimbul gitu dempulan.a.. oudor jg pecah2 gitu ...di tap pelan pake tisu krn kringetan eh luntur😅 jd hilang gitu...pdhal dh pke seting spray mineral botanica... 
Salah dmn y ka? Solusinya donk😭",kak tasya pakai fondation focalur bedak tabur marck bedak padat wardah keringetan kp retak yah kaya nimbul dempul a oudor pecah tap pelan pakai tisu kringetan eh luntur hilang pdhal dh pakai ting spray mineral botanica salah dmn y kak solusi donk,netral,1
kami jual 100% ori produk focallure   https://shopee.co.id/shop/83032808/    selamat datang toko kami.terima reseller dan dropship.,jual ori produk focallure selamat toko terima reseller dropship,netral,1
Kayak catrice murah tp oke juga ka,kayak catrice murah oke kak,positif,2
Karna aku baru subscribe,subscribe,netral,1
Selalu suka cara ngomongnya kak tasya selalu bersemangat😂😂😂❤️❤️❤️,suka ngomongnya kak tasya semangat,positif,2
Kalo ka Tasya gausah di shading idung juga udah mancung..lah gua?di shading setebel apapun ni idung tetep pesek-_-,kak tasya gausah shading idung mancung gua shading setebel apa ni idung tetep pesek,netral,1
sukaaaa sama look ini!!,suka look,positif,2
cheese cake's itu kaya nya  laighting nya,cheese cake s kaya nya laighting nya,netral,1
 @kapanlangsing  tokonya apa ka namany,toko kak namany,netral,1
Belinya dimana ya. Gw ngerasa pake yg palsu 😥,beli mana ya pakai palsu,positif,2
putih bgt boii,putih banget boi,netral,1
"Kak tas... rame bgt yak video kali ini, but luvvv ❤️❤️❤️",kak tas rame banget yak video kali but luv,positif,2
omg cantik bgit,ya ampun cantik bgit,positif,2
"kak tasya racunn bgt,pengen belii semua dahhh :D",kak tasya racunn banget beli dah d,positif,2
aaaaaaaa sumpah rancun bgt ka tasyaaaaaaaaa  😂😂😂😂😂😂😂😂😂😂,a sumpah rancun banget kak tasya,netral,1
Focalure cuma ada di online ya sya?,focalure online ya sya,netral,1
"Dr awal vidio gw resep bgt liat mulut nya Tasya ngmg kya ada berat2nya tp lincah ngmgnya, trnyta Tasya prnh pake behel",vidio resep banget lihat mulut nya tasya ngmg kya berat nya lincah ngmgnya trnyta tasya prnh pakai behel,negatif,0
"racun banget kaakk ampunn, apalah daya uang masih dr ortu😭💸",racun banget kaakk ampunn apa daya uang ortu,positif,2
parah sih kak mau langsung beli!!!!!!!!,parah sih kak langsung beli,positif,2
Aku kaget karna keputihan tapi nonton sampai habis kenapa kecantikan 😂,kaget putih nonton habis cantik,negatif,0
Oktober 2020😂,oktober,netral,1
Kak mana yang recomended ? Compact apa highlightnya ?,kak recomended compact highlightnya,netral,1
Emang murah ko q beli tahun 2016 q blm tau kalo ternyata bagus cuma beli karna dari luar negeri dan murah warna nya bagus,murah ko q beli q bagus beli negeri murah warna nya bagus,positif,2
Cantiknyaaa kak tasya,cantik kak tasya,positif,2
"aku bru beli bulan lalu
4 item blush on, foundi, concler, eye brow cuma 92 rebuuuuu wkwkkwk
COD dari cina, tpi nunggunya lama bgt emg 3 mingguan.
tapi hasilnya bgus bgt serius dan longlast",bru beli item blush on foundi concler eye brow rebu wkwkkwk cod cina tpi nunggunya banget emg minggu hasil bgus banget serius longlast,positif,2
cocok makeup wedding nih manglingin bangey,cocok makeup wedding manglingin bangey,netral,1
"duh paling bisa racun nya megap"" gueh skrg wkwkwkkw pengen beli. udh gtau lg mo ngomong apa~ 🙌😌",duh racun nya megap gueh skrg wkwkwkkw beli gtau lg mo ngomong,positif,2
"kak racun banget,  langsung mau beli 😂",kak racun banget langsung beli,positif,2
Akiu,akiu,netral,1
ya ampun say.. ini mah racunnnnnn.. otw beli.. hoho,ya ampun say mah racun jalan beli hoho,positif,2
"kak coba ketahanan makeup dr brand focalure nya dong. kebanyakan emg byk produk makeup murah, tp 1 jam kemudian eyshadow luntur dan macam2. bagus emang, pengen lgsg beli. tapi takut kecewa deh sm ketahanan nya",kak coba tahan makeup brand focalure nya banyak emg byk produk makeup murah jam eyshadow luntur bagus lgsg beli takut kecewa deh tahan nya,positif,2
Suka banget ngeliat video ini berulang ulang krn reaksi kk tasya 😁😁,suka banget video ulang ulang reaksi kak tasya,positif,2
selalu suka dan di tunggu2 video terbarunya dari mbak tasya...pokok e keren bgt tutorialnya...saya suka..saya suka,suka tunggu video baru mbak tasya pokok e keren banget tutorial suka suka,positif,2
