comment,likes,author
"terima kasih sudah meracuniku 😂
btw kayaknya lighting trlalu terang ga sih..? agak silau gitu kayaknya..",1,@vhieresvina259
Perpaduan antara beauty vlogger dan srimulat 😂😅 kece abizzzz... keren 👍👍👍,1,@rianna92
林秀芬 ya kan judulnya bukan make up buat kuliah,92,@yona4738
"林秀芬 jelas ini judulnya ""One brand make up tutorial"" bukan ""Daily make up go to Campus"". Lebih cerdas lagi untuk berkomentar hehe",13,@dianabherty9091
林秀芬 anehhh😑,5,@meutyakurnia200
林秀芬 daily routine tasya farasya ada koq...yg buat ke campus... super per per simple deh...ga nyangka se simple ituh but tetep oke..cek cekidot...,3,@sajidahjihan
林秀芬 asal komen😑,2,@meutyakurnia200
Sajidah Jihan,0,@veronikaeva5344
"yona luverina ya tetep aja gw merasa umur segitu walau one brand bisa ga usah tebel2. Kan masih muda 
Opini orang berbeda2 ,boleh donk...",2,@oshiinlin8602
"Mahani Baraja ga ada, adanya di onlineshop",0,@zettira16
+Zettira Prasasti thankyou🙏,0,@mahanibaraja2734
"liat dpnnya uda ngakak,uda ga tau lg 😂😂 langsung cus ke ig @ars_fashion trs beli eyeshadow nya yg no 5 😫😫 karena ini urgent 😭",0,@misterbron_id
makeup yg lainnya bagus tp kynya alas bedaknya keputihan,2,@imperialtower
racun bgtttt😍😍😍😍,2,@nisapramudita8425
Kak itu fondie nya yg keputihan apa lighting nya yg keterangan? Silau bgt soalnya 😅,279,@prettychuwi4453
coba cek di aliexpress yg official store nya Focallure. sumpah harganya bikin kalap dan free shippingbdr china kak,15,@DonnaZahra
Eyeshadow nyaaaa luv luv luvvvvvvv m,0,@aprilapriscaa8805
Eyeshadow nya gila pigmented banget 😭,0,@nurmutmainna6319
tempat eyeshadow nya sangat MAC bgt ya...,0,@sriasihkumaladewi4194
Gue nontonnya aja udah kesenengan sendiri 😭😂 #tasyaracun,1,@bebyclaudya27
sumpah racuuuunnnnn bgt di awal bulan kaaaaaaaaaa:(,0,@sitimamunah9367
"Mau di dandanin kaka dong☹️ btw ka, cari produck itu dimana yah?",0,@trlutvia
belinya dimana nenggeulis,0,@niningsetyawati3982
racun banget kak 😂..jd pengen beli...😍😍😍😍😍,0,@defiarianti7779
"HAHAHAHA lucu kauuuuuu jadi bener bener pengen buru buru beliiiiii, apa kabar isi dompet akuuuuuu? hiksaa",0,@nikenpratiwi9464
"sis, beli produk nya dimana ...aq minat banget.. invite ig aq ya @chefa.liu",0,@hemadefthalina9342
love it kak 😘,0,@sendypratiwir4583
Video ini sumpah buat aku galau dan aku beli semua produk satu muka dan harganya cuma 500rban 😱😱,1,@mutiaguci1169
Kocak bgt sih kk haha 😘😘,0,@risasaelan4880
"""gimana menurut kalian mascaranya? bagus gak?"" seolah olah udah capek jelasin kalau bagus atau berusaha netral. terus kakak gak tahan ujung ujungnya bilang ""kalau menurut aku sih bagus"" hahahahahahaha saking bagusnya ya kak 😂😂😂",7,@rahmadikafirdausia6074
langsung tertarik gt kak aku!!! haaah diracunin sm ka tasya hehehe,0,@ladyfoxiny
lightingnya kyknya..soalnya d 3:00 an gitu coba liat itu wrn normal kyk tasya klo make up an sih mnrtku..hehehe,5,@BeHonest_2024
"sori, 2:50 ke atas..hehehe..itu wrn lebih ""manusiawi""",4,@BeHonest_2024
cheese cake's itu kaya nya  laighting nya,2,@janifaafidika9698
cheese cake's Jl,1,@deevaardelia
cheese cake's kayaknya sih emang foundi nya yg keputihan 😂😂😂😂,1,@ekazatesa7186
kalo mau beli lewat aliexpress bisa nitip sama aku :D,4,@TikaDwiLestari
Donna Zahra aliexpress itu ky belanja diaplikasi atau gimana yaa? hehe,0,@tiarasri2816
Tiara Sri iyaa aplikasi marketplace. kyk lazada/ shopee,1,@DonnaZahra
pingin nitip beli kak,0,@bibitintan5656
Zuzu Syuhada caranya bagaimana ka,0,@whenikrisdianti7459
Kalo d shope foundationnya hargnya cm 22 rb- 35 rb doang semuanya murah cm aku gabisa order karna wilayah tdk terjangkau kalo beli d indo harganya lumayan mahal2,0,@indriyanijuliansari2896
ada gitu zombie secantik kamu kak Tasya??😘😘😘😘😍😍😍,0,@lisamajid1706
kak.. aku subscriber kakak yg baru.. suka banget liat video2 kakak,0,@pipitfitriyah1153
kak test ketahanannya juga dong^^,2,@rstxxi2779
bikin battle liquid eyeliner dong,0,@DyahMaharanii
pleaseeee bacotmu racun bgt kak tasya😵😵😵 kan jd pengen beli juga kan 😂😂😂,1,@ratihdewiaulia6816
kakk lehernya belangg 😂😂 wkwk ngakak trs denger ocehan2nyaa,0,@realytacahya150
Kak tasya make up'a beli d'mna kira2 ada d'indonesia gak klo ada ak minat,0,@rizkiamalia9537
Kayak catrice murah tp oke juga ka,0,@Rinnataliaaa
wajax keliatan capek bgt. sembab.,0,@nabilahorpink5428
Ka tasya beli produk itu dmn yaa..  Pleas jawab kaa..  Soalnya di tmpt aku jarang yg jual produk itu,0,@santyrk3656
Antingnya beli dimanaaaa??? Salfok sm anting,0,@risarissa4252
apa cuma mata gue aja ya yang liat video ini keterangan? tdnya kupikir settingan laptopku yg keterangan layarna ternyata nggak. jd gabisa liat warna asli foundie dan concealernya :(,2,@dithasaskia5613
kak coba catrice kak,1,@shellyaolivialontoh1845
Kak soflens nya apa?,3,@adindaistighfarini423
racun bgt gilaaaaakkkk 😂😂😂😂😥😥😥😥,0,@gitamarliana
NGAKAK BGT NONTON VIDEO NYA KAAA HAHAHAHA LUV!❤️❤️❤️💋,0,@velisiaserenada5680
"wahhh Tasya, aku langsung kepoin  lgsg beli hahahahgaga 😂😂😂😂",0,@mellyndahandoyo8080
ka buat daily vlog dong,0,@fatimahalaydrus3731
rainbow highligthernya gimn sya??????,0,@atikashofia1830
parah racunn!!😭😭🔥💯,0,@cindyhaliza
RACUN APA LAGI INI KAA😭😭,0,@desifyul
cantik bgtzzzz😍😍😍,0,@monicakallem7651
nonton video ini ketawa mulu wkwkwkwk😂😂😂😂😂😂😂,0,@doughnaddd
"kk maahh racuuunn disaat keuangan tidak memadaiii,  nunggu giveaway nya kk ajaaa hehehe btw muka cantik maa digmanain aja juga bagus dan aku ga berenti ketawa dengerin kk yg histeris wkwkkw",0,@dianaputri1623
beli dimana ka,0,@devitawulandari2297
makeup baguss😍 hnya sj menurut saya warna foundie nya masi keputihan yah.. apa karna powdernya yah yg putih ? overall bagusss kk👍🏻👍🏻,21,@zalinarizqiana
tapi kok kyknya agak keputihan ya sya mukanya,6,@ismym1999
"review yg bermanfaat bgt, langsung stalking yg jual focallure, haha",0,@ayupradnya9749
"aku tuh gamau nge recommendasiin semua, tapi semuanya recommended. ini gimana sih maksudnya kak?:(((((",3,@rikehasanah5741
anyone knows is this product cruelty free?,0,@ghurnitaningratrajaintan4904
"Cantik bgt kk looknya kaya barbie, lngsung tertarik sama eyeshadow palletenya...",1,@nourmayunita9072
"Hm, tapi kok di website nya harganya diatas 100K yah? https://shopfocallure.com/collections/face",0,@demasaro2745
like banget video ini.. thanks reviewnya..semua cewe pasti suka produk murah tapi ga murahan. aku slalu cari review yg kyak gini. love tasya deh,1,@lilisfebriyanti733
"ya Lordddd. demi apa kakkk,, tadi nemu video ini trs penasaran sama harga yg semua produknya dibawah 100k. EEEEEEEEEEEE mulai dari nonton sampe abis gatau kenapa rasanya ikutan excited juga wkwkwkw dan berakhir pengen beli semuanyaaaaaaa. RACUN ABIS!",2,@theresamargareth6160
sumpah racun bgt 😭😭😍😍😍😍,0,@ayunurafiyani6959
ratcuuuuuun eiiim,0,@dhenis2856
kalo mau beli produknya dimana yah?,0,@soniaayuningtyas5861
"eyeshadow itu bagus? gimana soal Qianyu? :v 
btw, kakak cantik :)",1,@syifazahara9127
Kak liquid eyelinernya dia matte apa glossy yakk?? Btw cakep banget semuanya pengen beli semuanya! Mana kakak meyakinkan bgt lagi :'),0,@ninafebrywati1122
"collab dong sama suhay, kalian cucok deh, mau sejam juga dipantengin 😍",12,@HarusBahagia27
Ghina A powdernya,0,@adzra2454
fix ini menjawab semuaaaaaaaaaaa pertanyaan selama ini. onebrand yang murah dan semua bagus. fix makaaassiii banyak tasya 😘😘,1,@moodify123
fix ini menjawab semuaaaaaaaaaaa pertanyaan selama ini. onebrand yang murah dan semua bagus. fix makaaassiii banyak tasya 😘😘,0,@moodify123
"Sya blm perna d jwb sm skli dr video sblmnya sampe live ig , focalure lipcremnya lengket ga",0,@Ribie_Beauty_And_Family
ga sbr nggu merah kuning hijau biru make up nya yg lain..,0,@handayanifeni3115
"ini make up brani bgt..salut, biasanya org cm netral, kdg bermacam2 video yg di upload jd kliatan sm aja..",0,@handayanifeni3115
"foundation nya terlalu putih trs white cast bgt sya, tp eyeshadow nya suka deh",1,@windrisuganda1797
Lucu bgt ka taca pas bilang 'aduh gimana nih'😘😘😍 aku akan membeli eyeshadow nya ka taca ekwkw,1,@rajaennyirawan2744
sukaaaa :) :*,0,@Thyykuss
Ka Tasyaaa😍😍😍,0,@ekavania4021
Racun banget wajib beli 😩😩❤️❤️❤️,0,@sribintangmaharani
😍 selalu sukaaa,0,@ratuannisadyahbestari4406
sumpah yaaa racun kali ini video 😪😄,0,@nindyhairindabr.tobing9954
"""ini produk apa sih?"" 
ka tasya bilang sendiri itu produk focallure haha :v",0,@anandaahnaf7620
cantiiik,0,@ratihayusanggarwati184
mauu ikutan giveaway nyaaa 😍😍😍,0,@sarahmbem
Cantikan g pke make up😆😆😆,0,@jessicalabalabaa6128
beli dmn kak,0,@regaarini5722
Ngakak bangett ini tasya bacoott bermanfaat gitu wkwkw racunnn😂😂😂 setiap kali ngomong bacot lucu aja gitu sambil mukanya excited 😜,1,@putriadinda434
LUCUK BANGETTTT hiburan malam minggu cussss praktekin ah lol,1,@Assyifa24-j8f
Kalo mau lebih lengkap lagi product product focalure adalah download aliexpress and search focalure itu lengkap selengkapnya ❤❤❤❤,0,@indragozali258
Jangan lupa mampir ke channel kami juga yaa ka. Semoga bermanfaat 😇 https://youtu.be/x1XtS0APl9g,0,@kikisilfia3847
"paling seneng nnton videonya kk tasya,,, semangat banget,,, tak tunggu next videonya,,, cb skali2 tema arabic gt kk... hehe 😙😙",0,@firdausaljaidi4723
duhhh racuuuunnn beneraannn....beli dimana tasyaaaaaa....,0,@siscayunita2428
fix ini vlog terlucu hahaha sepanjang video istilah2 lo bikin ngakak sih ca,0,@hafizhaherman3994
"selalu suka sma video kamu tasy 😍😍 ini emang produk cina tasy, n buat temen2 yg mau beli bisa di ars_fashion en aku udh nemu tokonya di shopee yuhuuu jadi bisa free ongkir 😅😅 berharap suatu hari aku di make up in ma seorang tasya frassya, haha aamiin😄😄",0,@ariekusumawati3331
"ketahanan kosmetik,, gmn kak??",4,@sitinurkhodijah4856
tasya brand ini aman atau tidak ya kok aku cek di aliexpress harga produk focallure cuma sekitar 1 dollar ya 😂 pretty sure it is the same thing not the knock off. kalo warna namanya samaan malah kayak produk OEM alias rebrand aja,4,@leorista1
ia bagus affordable bangedd. nyari nya dimana?????? di guardian ada kah,0,@sarahmbem
belinya di mana kak,0,@bhagasvanofets8861
"kak tasyaa meracuni orang"" wkwk,liat comment di foto eyeshadow @ars_fashion banyak bangett wkwk😂",0,@shopiemempawah7412
pengen beli semua,0,@nisakenichi1756
ini keputihan apa lighting?,6,@sherinasherina5592
"aku gak tau lagi mau ngomong apa, selalu syukaaa sama videonya semuaaaanyaaaaaaaa 😍😍😍",1,@fenyyulianto5569
sepanjang video aku senyum2 sambil ngeleng kepala ngeliat kami yg super excited dan kaya gakehabisan bahan buat ngomong. saluuuut tas racun mematikan ini sih  😢,2,@itsn21
blush on yg kamu pake rada2 orange ya tas? *atau yg bisa bantu jawab. lg cari blush on orange gitu. bagus ih produknya murah pulak,0,@annisabalqis22
sama kaya essence yaa murah banget dan lumayan ok product nya 😊,0,@sariseptiani7471
AAAAKKK MAU IKUTAN GIVEAWAYNYAAA 💘💘💘😗😗,0,@g0gunna
"suka bngttt sma makeup look nya ka tasya.. ka tasya bikin aku ngilerrr pengen punya makeup dr focallure...❤❤❤ ahahahha suksess trus ka tasya,,keep humble... love love deh",0,@shintas5352
sampe pingin punya pabriknya lgsg ngakak hahaha,0,@shashasarah2839
jadi nggak sabar paket foccalure q dateng 😚😊 makasihhh review ny kakak ...,0,@anantakidschannel1148
meng bgs kok,0,@user-db7cx1md5z
dea adams maaf nanya oem itu gak aman ya?,0,@iyahannisa105
ini ga disponsor kan?,0,@regitad.p.4789
sumpaaah thats so cool.. ga nyangka harganya murah bnget tp kualitas ok.. thanks yaa vidnya.. good luck.. :),1,@nindiarnanda9356
"astaga putih bet,itu leher kurang rta",1,@matchaLatte97
kak ini eyeshadownya aman ga? pengen beliiiii:(,1,@rizkatiaraprabandini1836
Ada make up yg buat nahan tua gk non?,0,@jolinggasutrisno9477
BAGUS BANGEETTTTT IIHH💟💟💟💟💟,0,@melviarajaneta3632
Racun baruuuuu😄😄😄😄 blm slesai videonya langsung otw ig nya..,1,@fifinhidayat6694
dan aku langsung buka ig ars_fashion 😌 kompor banget kak ca ini 😂,1,@adindaayukusumadewi4681
"One brand makeup tutorial dong tasya, produk catrice yaa",4,@SafiraNaimima
aaah iya bagus bgt. pigmented ya eyeshadow nya. sukaaa.. mau ah 😂😂😂 tasya racun hahaha,0,@RezaniaSAZZA-mo4dk
longlast gak syaaa?,0,@diarydoubleu
tes ketahanan nya sya...,0,@rizkiludfiahami3177
berhasil parah buat gue pengen beli. siap2 abis duit bulanan ini mah 😭,0,@edeblina
Aku pengen nangis waktu kak Tasya pakai lipsticknya. Giiiilaaak. Racun habis ini cari eyeshadownya juga.,0,@iefakahana
"Produk China , tmn aq jg distributornya",0,@sayo_moonn
"racun banget kaakk ampunn, apalah daya uang masih dr ortu😭💸",0,@ma44rin
racuuuunn tasya 😄😄😄😄,0,@devinaputri1707
Always beautiful and i looove ur personality! tp ini entah lighting nya atau bedaknya yaa jd keliatan cakey dan keterangan.. but omg ur gorgeous😍😍🙌🏼🙌🏼,0,@dinasafitri8903
Kak Tasya gila bener di video ini keranjingan Focallure. Haha. Itu aman bener murah gitu?,0,@iefakahana
huaaaa ini apalagi sihhh AAAA pengen beli semuanya😫,0,@Dytanala
Racun parah 😭,0,@luhintenprameswari6374
focallure ini produk darimana yah?,0,@putrisriwijayanti3285
ku tak sanggup lagi 😱. Pengem beli dompet ga memungkinkan,0,@syifaalwiyyah7322
"syaaaa bikin tutorial korean look, faux freckles sama hangover look donggg, PENASARAANNN",2,@sitifathiya966
rekomen dong buat pemula wajib punya apa aja,1,@fannysubhan2725
Hahah itu akuu yg yg message kakakkk tp emang bagusss huhu,2,@tuyul_999
kak coba review setelah pake focallure itu ada bad effect ga? bikin kaya bruntusan atau bahkan jd jerawatan apa engga? thanku before,17,@aneiraghaisani765
"asli asli hargax murah bgt Tasya....
q liat IG ars_fashion Ampe melongo2 Krn saking murahx...
harus beli bgt nih....
makasi Tasya infox.....",0,@sandymira2053
sayang banget gw di hongkong mau beli dimana 😢😢😢😢😢😢,0,@marniwatyawahab5513
"KAK TASYAAAA SUMPAH KOCAK BANGET, LAGI MANIK BANGET POST UJIAN HAHAHAHA",0,@restihaqiqi7779
kak keterangan cahayanya :(,2,@almiraayu2109
racunnnnnnnn 😍😍😍😍😍😍,0,@galuhpatrick
"kak parah aku jd ikut kegirangan liat video ini😂 parah racun abis jd pgn beli semuanya. kak seneng bgt tiap ada notif dari kakak, luv❤❤",5,@gitanursyifa1233
kak kayaknya foundie ny trlalu putih ya? atau mgkn efek lighting ny?,33,@azalyanizam774
"selalu suka ekspresinya ka tasya setiap nemu produk affordable tapi bagus. ga pernah meremehkan produk murah. cobain mizzu, justmiss, dll dong ka yg lokaaal 😍",6,@chusaudria
BELI BELI AYO BELI SEKARANG JUGA !!!,0,@heningayuarsari4955
ngakak banget ka nontonnya sumpaahh 😂 expresi kakak itu loohh 😅😂😂😂,1,@miraandini1402
"""urgent kalian hrs beli"" 😂😂😂😂 ngakaakk racuuunnnn",1,@Liafahmikamelia
ngakak parah waktu bilang mau punya pabriknya hahahahha,0,@puterikhalida5663
ko kaya putih banget gt ya ka mukanya? kayanya lighting nya kurang cocok deh jadi kayak terang bgt gt. pake ring lighting coba kaa kaya beauty vlogger lainnn. but luv yyyy,4,@royanialiya3834
Marni Wati aliexpress say,0,@sayo_moonn
Sayoto Miu dimna itu say?,0,@marniwatyawahab5513
omg focallure menggebrak dunia perkosmetikan 😆😆😆,0,@Mommynissa17
arrgh racun bgttt jadi pgn lsg beli semua produknya😍😍😂,0,@DAKARINA
make up nya apa aja di pake ka tasya pasti keren 😭😭😭 i criiiiiiii ini keren parah 😭😭😭😭,1,@ajengafiani
"packagingnyaaaaaa bagus , guaaaa juga teriak teriakkkk liat video lu ka ekekekekkekeo mantaappp",0,@jesicarachel953
mabuuuk makeup 💋💋💋😁,0,@dewiroichani8335
"Tasya next video kalau mau review one brand skalian test ketahanannya donk, , ,",33,@dhedepradana526
orang ke dua terheboh dan terfav buat aku selain kak suhay...,34,@aisyahmazzara8242
"Nyesel gue liat ini, gue keracunan parah pengen semuanyaaa😭😂",0,@gilangfauzi1024
"Nyesel gue liat ini, gue keracunan parah pengen semuanyaaa😭😂",0,@gilangfauzi1024
aslii eyeshadownyà menggoda iman 😂,1,@evamayumi7218
"Hahah.. ketawa2 aku nnton videonya kak..Sebegitunya..😅😅
 jadi pengen bli juga..😍😍
oya, btw ntr bikin give away nya syaratnya kagak usah ribet ya kak..😆😆",0,@fadillahutami4027
"""Aku ga mau bilang ini semua recommended tapi ini semua recommended"" 😂",0,@fatihaturrahma9064
kak Tasya kamu hebat bgt makeup aku suka bgt liat kamu enak orangnya gak bosen 😍,0,@angelinaphang4103
Racunnnnn...!!! Lol,0,@JosephineLilyy
RACUN PARAH SIH INI!!,2,@dinnirahma1043
YA ALLAH KAK your expression at 2:07 😂😂😂😂😂👌,0,@SyraxetCaraxes
you look like dua lipa heuh 😲,0,@afrilliesrahisa5673
Tasya kalau review lipstick apapun deh merk kasih tau dong transfer apa ngga secara anak udah aga besar malu kalau di sun mama nya 😪 kalau transfer di pipinya 😓😓😓,0,@iopaiopa
"""aku gamau bilang ini semua recommended, tapi ini semua emang recommended"" 😂😂😂👌👌👌",0,@marogaraeh
kak liquid eyelinernya hasilnya matte ga ?,0,@widyaanggraeni2874
"langsung search produknya. demi apa buat eyeshadow, lipstick, mascara, eyeliner, cuma 153ribuan aja:( bermanfaat bgt kak, thx u😘",2,@HiIniQia
Gak pernah denger brand ini 😊 TFS!,0,@alammakeup9912
Kak bikin focallure part 2 aja 😆,0,@safiraw5744
racun racun racun :( pengen bebsss,0,@rasyidakbar9556
ihhhh ka tasya kren banget banget banget 😍❤❤❤❤,0,@rostanti3921
kak agak keterangan deh kayaknya,3,@haliza1763
racunnya ampun deh #tasyakuran,0,@asriambar7786
video racun paling tepat di awal bulan 😭😭😭,0,@noniilminda
"dari tasya live IG bilang kalau ini bagus udah pengen banget mesen semua, tapi akhirnya nunggu sampe video ini up abis kelar nonton langsung pesen XD XD XD",0,@SST902
audeh ... pokoknya biasakan like dulu sblm nontn 😘,0,@leenaeffendy8778
sempet ragu mau belii tapiii karna kak tasya udah cobainn jadi g raguuuu,0,@sriutami8643
"duh paling bisa racun nya megap"" gueh skrg wkwkwkkw pengen beli. udh gtau lg mo ngomong apa~ 🙌😌",0,@marzamaurylla
"kak Tasya, aku udah buktikan beli dan nyoba produk foccalure, sumpahh keren banget bagus nya😅 mantap jiwaaa 😄😄😄😄 😘😘😘😘 murah meriah pulaa,,, uaaaaa pngen tereak ajaa hahahha *maap lebayy 😂. #tapiseriusbagus#foccaluremantap",2,@ririnsetiyod
kak tasya pake heavy makeup di tengah malam?? apa ga sayang tuh stelah pake langsung hapus? 😂😅😄,0,@inasnazyhah
"Bisa bgt ngeracunnya,,
Dan OMG, Demi apa itu keren semua, dengan harga Dibawah 100k Gila bgt yh nih Produk,,, 😱 

Aku mau jadi Owner Focalure (999+) 😂😂",0,@vinaoktavianasandy6243
"loose powdernya pas kena flash jadi keliatan masih pake bedak gitu (ngerti ga sih.-.) jadi ga HD gitu powdernya, masih keliatan kalo di flash:( sorryy kakak:(",0,@melodyvictorian9329
AAAA LAMGSUNG NYARI2 FOCALLURE😭😭😭,1,@dinijihan5358
sungguh terima kasih kak tasya karna sudah ngeracun.. sumpah ini langsung rengek pengen belii 😭😭 #tasyakuran,0,@latifahabdullah1992
ngiler sama produknya 😭,0,@umiruldiah2208
ya ampun say.. ini mah racunnnnnn.. otw beli.. hoho,1,@evyafiatusaada106
Melody victorian flashback namanya,0,@leorista1
"latifah abdullah Hdd eh kaya kenal nih hahahha, coba eyeshadow, alis pomade paaa 😆",0,@riefaamanda8047
Ehhh ada yg nongol.. hihi udah coba ya kak ??,0,@latifahabdullah1992
"kak , request one brand tutorial yg brand catrice dong kakk",1,@alexischan5114
"Kak tas... rame bgt yak video kali ini, but luvvv ❤️❤️❤️",0,@ynrputrii
Kenapa bacotmu selalu menyenangkan untuk didengar kaaak? racun parah😭😭,3,@anitarizky7600
kak videonya jangan keterangan gt hehe. jd ga enak ngeliatnya. saran aja hihi,3,@dellaisadora9714
ok fix kak tasya sama kak suhay adalah  beauty vlogger keturunan arab favorit 😭 keliatan banget dari cara ngomongnya kak tasya orang yg baik.sukses terus ya kak.dan semoga sering2 ngasi kita racun soal makeup makeup 😂💕,3,@vickyangelina3161
fix bakal beli satu set buat hantaran mumpung tokonya dekat rumah 😂,1,@pitcys
"#teamlikesebelumnonton
#tasyakuran 💖💖💖",3,@SS-lb3kr
Blush on nya awet gak?,0,@rudyjode843
"kak sekali kali coba pake lip tint or water tint dong pengen liaaattt, btw suka banget sama vidio kakak gimana dong aku terharu",0,@rifahanggun2033
Beli nya dimana kak ? Di drugstore ada gak?,0,@bebbycr
cantik,0,@ajenganggraenilestari179
Tasyaaa racuuuuuuuunn   paraaaaahh :kiss,0,@findamel
Mba tasya lightening nya too much jadi gak nampak aslinya jadi kaya beauty plus. Aku pgn liat realnya,246,@DevieNanda
ini sumpah ratu racun setelah Suhay Salim..cantik bgt pulaa ..langsung subs dong saya,1,@teremangunsudiro4809
tasya lightningnya terang sekali,1,@nnll0811
Hope you are well 💖 miss you :/,0,@talibakhidr6158
Maafin ga yaaaaaa~,0,@girasdewangga1584
Aku juga udah gangerti lagi sama kamu,0,@girasdewangga1584
Racuuuun yaAllah tolong :((( mau semuanya !!!!!,0,@Sallsabiila
beli dimana kalo di indo?,0,@adindarizkyaa
dea adams di pontianak,0,@pitcys
buat org pemula buat alis tp alisnya udh tebal itu mending pake apa ya kak?,0,@gabriellei1071
btw kak ini ketahananya gimana?sebagus pigmentasinya kah?,0,@nadazahra1972
"""aku gamau bilang ini semua recommended tapi emang semua ini recommended"" 

this girl i swear to god😂😂😂😂😂",731,@nadazahra1972
Plis kenapa setiap barang yang di review ka tasya jadi pengen dibeli semua😂,0,@tasyanabila6687
ya ampun tasya kamu tuh ya nyebarin racun mulu sih...kesel aku... 😂😂😂 kekepin dompet,0,@ratnawulandari2899
RACUN DUNIA!!!,0,@blueandthenine
terasa di doktrin gitu. jdi pen belii😥😥😰,0,@storeddancemedan9109
tes ketahanan lama produk produk nya kak 😍supaya tambah racun😘😘,0,@dewapisang8566
"oh my god... beli sekarang juga karena ini bener2 bagus
huhu racunnnnn...😫😫😫",0,@Aliyakalita
brb pijitin bapake dulu biar dikasi duit 😂 racuuuunnnnnnn,0,@felichaamanda6587
Eyelinernya doff ga ka?,0,@sausanbaladram8261
btw itu produsen cina y...sudah ada label ingredient halal nya blm???,1,@who_me88
selalu racun 😤😘,0,@erliyahseptiani4847
ngerayu suamikkk.. beli inii...😂😂😂,0,@koniross6727
kaaa itu eyeshadownya 88rb udh dpt 2 palette itu? pigment mana sm inez? makasi kakaaa ❤️,0,@nadyahaliza6930
Hahahaha gimana nihh😂😂😂😂,0,@larasshm1074
selalu suka sama make up make upnya tasya! coba korean make up challenge dong tasyaa! 😆 jadi pake brandnya make up make up korea gitu,1,@ruthlayata7110
Seneng bgt liat tasya teriak teriak heboh haha. Jadi ikutan excited nontonnya!😂,0,@Irhamsyahfamily
bikin q&a !!❤️,0,@farrasdanindira
kak ada niat jadi brand ambassadornya produk focallure ga? kakak makeupnya cantik bangeeeet,0,@nataliachristie9337
gabrielle indarsen pake eyeshadow atau brow powder aja sis klo udh tebel,0,@leorista1
dea adams warnanya harus sama ya? oke makasih ya,0,@gabriellei1071
"nada zahra Hai kak,  kita lagi ada promo nih dari @focallure_indonesia_ berhubung toko kami baru buka,  semua harga eyeshadow jadi 100k aja nih,  dijamin murah murah dan berkualitas,  dan ordernya bisa lewat shopee juga loh :) klik saja shopee.co.id/gchoirunnisa , cek ig nya yaa",2,@gitacho_
Kak boleh minta nomor wa nya gak? Aku mau kaka jadi subjek  aku buat jdi narasumber di skripsi aku kak .. Boleh ga kak?,0,@rikeputrisetiadi1252
https://youtu.be/gUYmdSWj7eg,0,@faysalahmed7074
kak kylie lipkit dong kak,0,@rizkyayuarrista1694
ngracun deeeehhhh gilaaaak. jadi pengen beliiiii😁,0,@fitamaya2511
oksidasi ga foundi nya?,0,@meyura14
Foundationnya tahan lama ga kak?,1,@pdlldp9587
hahaha.....racun kalah sianida 😂,0,@who_me88
selalu suka sama cara ngomongnya yang excitedddd bikin semangat menjalani hidup 😘😘😘😘,2,@dyahajeng1888
I really like how you review products kaak hihi luvsss❤❤❤,2,@nitamasbagus1131
GAK KUAT KA CANTIK BGT KA TASYA😫jadi pengen beli smw barangnya,0,@fianialvionita3157
"Tasya farasya racun gilaa😥 jadi pengen beli jugaa, kak tasya tu kalo nge review heboh banget.. berapi2,bikin org jadi semangat dan mau beli. kalo bagus dibilang bagus, kalo gak ya gak.. jadi kalo tasya farasya bilang bagus banget,, awwwww... gua pengen punyaaa🙌🙌",1,@yunikevatica
kirain aku doang yg ngrasa focallure bgus...emang kudu nangis saking bagusnya tu produk,1,@tyapradipta6874
Sabar..Sabar.. ini Ujian.. Ujian dari Alloh..Sabbar..,0,@tempatsharingzuni2561
"kak coba ketahanan makeup dr brand focalure nya dong. kebanyakan emg byk produk makeup murah, tp 1 jam kemudian eyshadow luntur dan macam2. bagus emang, pengen lgsg beli. tapi takut kecewa deh sm ketahanan nya",5,@mayanggriany6295
Thanks banget ka videonya sangat amat bermanfaat😍😘😘😘,0,@alma7958
ka tinggal nya dimana sih😑,0,@tvdailygames6760
"kak tasya sumpaaah addicted banget dengar kakak ngomong sukaaaa dengar kakak ngereview dan omg racuun sumpah jd pengen beli, ditunggu vlog kakak selanjutnya😘😘😘",0,@iinrahmawati1619
terus... gue lgsg ngiler...,0,@windamaharani8263
mirip jefree star kak :D,0,@septidwimela2382
teh tasya saking produknya bagus. ngomongnya nge gas kwk abis ini langsung google ah😘,0,@tenryhajarpalisuri
BERKAT KA TASYA AKU JADI TAU HARUS BELI EYESHADOW APA❤❤❤❤❤❤❤,0,@rheinaldasetiawan2198
Racun bgt gila pengen nangisss langsung mau boronggg... hahahha,0,@kikyrahma8900
ya ampun 16 menit berasa kaya 5 menit saking serunya XD,0,@Jessica-gg2in
kalau aku keluar rumah trus pake make up gini..tetangga pada pingsan pling ngliatnya...😂😂😂😂..cantik bgt kak tasya..suka..pngn nyoba tp gak pd..,1,@artirustikadewi1450
tasya cuantike poool...,0,@zhafyrahidayat1423
"kak, giveaway dongg hihi",0,@amaliatussholicha2927
masih nungguin bangett nih Suhay salum X Tasya Farasya!! aamiin ❤,439,@melatiineziaalkahfi4024
Kak mana yang recomended ? Compact apa highlightnya ?,0,@septianadh
"ayolah dirimu collab sama kk suhayy..
#ygarabngumpul 
😬😬😬",1,@gita122
